Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,13,0,0,0,0
3,25,0,0,0,0
4,37,0,0,0,0
5,54,0,0,0,0
6,94,0,0,0,0
7,120,0,0,0,0
8,141,0,0,0,0
9,170,0,0,0,0
10,203,0,0,0,0
11,226,0,0,0,0
12,227,0,0,0,1
13,249,0,0,0,2
14,268,0,0,0,3
15,282,0,0,0,3
16,314,0,0,0,3
17,330,0,0,0,3
18,371,0,0,0,4
19,372,0,0,0,4
20,390,0,0,0,4
21,405,4,0,0,4
22,444,7,0,0,5
23,456,15,0,0,5
24,477,31,0,0,5
25,492,50,0,0,6
26,501,65,0,0,8
27,522,89,0,0,8
28,544,107,0,0,10
29,575,136,0,0,10
30,589,161,0,0,10
31,615,187,0,0,10
32,632,214,0,0,10
33,662,225,0,0,10
34,692,247,0,0,10
35,705,263,0,0,10
36,733,286,0,0,12
37,742,307,0,0,12
38,766,330,0,0,12
39,786,350,0,0,13
40,811,372,0,0,13
41,847,390,0,0,13
42,850,404,0,0,14
43,868,419,0,0,14
44,892,443,0,0,14
45,924,458,0,0,14
46,938,477,0,0,14
47,952,503,0,0,14
48,980,519,0,0,14
49,990,539,0,0,14
50,1017,561,0,0,15
51,1023,583,0,0,15
52,1041,607,0,0,15
53,1054,635,0,0,17
54,1067,655,0,0,17
55,1093,674,0,0,18
56,1096,697,0,0,18
57,1109,718,0,0,18
58,1129,745,0,0,18
59,1146,759,0,0,18
60,1164,785,0,0,18
61,1193,806,0,0,18
62,1194,831,0,0,18
63,1236,848,0,0,18
64,1246,869,0,0,19
65,1278,887,0,0,19
66,1300,910,0,0,19
67,1313,928,0,0,19
68,1322,947,0,0,21
69,1345,969,0,0,21
70,1357,985,0,0,21
71,1379,1001,0,0,21
72,1391,1020,0,0,21
73,1401,1039,0,0,21
74,1419,1055,0,0,21
75,1437,1067,0,0,21
76,1439,1084,0,0,21
77,1450,1096,0,0,21
78,1478,1110,0,0,21
79,1504,1127,0,0,22
80,1520,1149,0,0,22
81,1536,1168,0,0,23
82,1556,1185,0,0,23
83,1582,1202,0,0,23
84,1600,1223,0,0,24
85,1629,1246,0,0,26
86,1650,1267,0,0,27
87,1651,1290,0,0,27
88,1672,1303,0,0,27
89,1692,1317,0,0,28
90,1717,1329,0,0,28
91,1724,1351,0,0,28
92,1735,1366,0,0,29
93,1771,1381,0,0,30
94,1798,1400,0,0,30
95,1828,1417,0,0,30
96,1849,1431,0,0,30
97,1865,1446,0,0,31
98,1879,1463,0,0,31
99,1901,1481,0,0,31
100,1918,1481,0,0,31
