Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,28,0,0,0,0
3,46,0,0,0,0
4,70,0,0,0,0
5,75,0,0,0,0
6,88,0,0,0,1
7,113,0,0,0,1
8,140,0,0,0,1
9,186,0,0,0,1
10,214,0,0,0,1
11,239,0,0,0,1
12,265,0,0,0,2
13,268,0,0,0,2
14,288,0,0,0,2
15,314,0,0,0,2
16,318,0,0,0,2
17,353,0,0,0,2
18,371,0,0,0,2
19,386,1,0,0,2
20,403,3,0,0,3
21,422,9,0,0,3
22,442,16,0,0,3
23,467,28,0,0,3
24,488,44,0,0,3
25,489,64,0,0,3
26,505,76,0,0,4
27,528,88,0,0,4
28,544,109,0,0,4
29,562,137,0,0,4
30,587,166,0,0,4
31,594,192,0,0,5
32,604,221,0,0,5
33,643,248,0,0,5
34,671,265,0,0,6
35,693,283,0,0,6
36,717,303,0,0,6
37,734,318,0,0,6
38,754,346,0,0,6
39,794,362,0,0,6
40,808,379,0,0,6
41,829,398,0,0,6
42,836,413,0,0,6
43,859,433,0,0,6
44,883,440,0,0,6
45,907,468,0,0,6
46,914,485,0,0,6
47,937,507,0,0,6
48,967,517,0,0,6
49,1003,538,0,0,6
50,1024,551,0,0,6
51,1050,565,0,0,7
52,1071,583,0,0,7
53,1083,599,0,0,8
54,1095,620,0,0,8
55,1130,648,0,0,8
56,1159,669,0,0,8
57,1187,695,0,0,9
58,1200,721,0,0,9
59,1220,749,0,0,10
60,1234,770,0,0,11
61,1262,794,0,0,11
62,1293,804,0,0,11
63,1323,832,0,0,11
64,1343,850,0,0,11
65,1352,866,0,0,11
66,1369,889,0,0,11
67,1406,912,0,0,12
68,1410,935,0,0,12
69,1424,953,0,0,12
70,1455,971,0,0,12
71,1461,991,0,0,12
72,1481,1023,0,0,12
73,1501,1045,0,0,12
74,1524,1064,0,0,12
75,1562,1088,0,0,12
76,1578,1114,0,0,12
77,1609,1137,0,0,12
78,1623,1162,0,0,12
79,1650,1180,0,0,12
80,1671,1202,0,0,12
81,1698,1228,0,0,12
82,1725,1253,0,0,13
83,1747,1273,0,0,13
84,1758,1293,0,0,13
85,1770,1314,0,0,13
86,1790,1333,0,0,14
87,1805,1359,0,0,14
88,1845,1374,0,0,14
89,1848,1389,0,0,14
90,1879,1418,0,0,14
91,1890,1434,0,0,14
92,1914,1455,0,0,14
93,1930,1468,0,0,14
94,1955,1484,0,0,14
95,1964,1513,0,0,14
96,1994,1535,0,0,14
97,2029,1561,0,0,14
98,2064,1583,0,0,14
99,2090,1613,0,0,14
100,2102,1613,0,0,14
