Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,16,0,0,0,0
3,29,0,0,0,0
4,37,0,0,0,0
5,55,0,0,0,0
6,71,0,0,0,0
7,105,0,0,0,1
8,144,0,0,0,1
9,170,0,0,0,1
10,215,0,0,0,1
11,235,0,0,0,1
12,258,0,0,0,1
13,271,0,0,0,1
14,288,0,0,0,2
15,317,0,0,0,2
16,348,0,0,0,2
17,360,0,0,0,3
18,380,0,0,0,3
19,387,0,0,0,4
20,402,1,0,0,5
21,423,4,0,0,5
22,443,6,0,0,5
23,461,14,0,0,6
24,496,27,0,0,6
25,512,41,0,0,7
26,526,54,0,0,8
27,547,75,0,0,10
28,560,108,0,0,10
29,581,133,0,0,10
30,591,161,0,0,10
31,607,194,0,0,10
32,627,218,0,0,11
33,628,249,0,0,11
34,649,271,0,0,11
35,671,290,0,0,12
36,691,314,0,0,13
37,700,333,0,0,13
38,713,352,0,0,13
39,746,368,0,0,13
40,773,381,0,0,15
41,774,394,0,0,16
42,802,413,0,0,16
43,803,438,0,0,16
44,819,459,0,0,16
45,844,484,0,0,16
46,852,497,0,0,16
47,877,522,0,0,16
48,889,541,0,0,17
49,901,558,0,0,17
50,922,573,0,0,17
51,934,587,0,0,18
52,953,602,0,0,19
53,976,612,0,0,19
54,1010,625,0,0,20
55,1040,641,0,0,20
56,1047,666,0,0,20
57,1060,684,0,0,20
58,1076,700,0,0,22
59,1091,720,0,0,22
60,1093,743,0,0,23
61,1126,755,0,0,23
62,1156,771,0,0,23
63,1172,787,0,0,23
64,1190,801,0,0,23
65,1204,819,0,0,23
66,1230,835,0,0,23
67,1246,851,0,0,23
68,1272,873,0,0,24
69,1291,881,0,0,24
70,1323,897,0,0,26
71,1346,913,0,0,27
72,1351,932,0,0,27
73,1383,953,0,0,30
74,1395,975,0,0,30
75,1422,990,0,0,30
76,1445,1013,0,0,31
77,1481,1033,0,0,31
78,1502,1050,0,0,31
79,1536,1069,0,0,31
80,1537,1093,0,0,33
81,1560,1105,0,0,33
82,1584,1118,0,0,34
83,1603,1132,0,0,35
84,1617,1156,0,0,35
85,1635,1183,0,0,36
86,1662,1200,0,0,36
87,1690,1217,0,0,36
88,1710,1246,0,0,36
89,1730,1266,0,0,36
90,1755,1287,0,0,37
91,1785,1311,0,0,37
92,1797,1325,0,0,38
93,1833,1343,0,0,39
94,1851,1369,0,0,39
95,1852,1392,0,0,39
96,1884,1416,0,0,41
97,1912,1443,0,0,41
98,1938,1464,0,0,41
99,1952,1483,0,0,43
100,1972,1483,0,0,43
