Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,3,0,0,0,0
3,4,0,0,0,0
4,23,0,0,0,0
5,56,0,0,0,0
6,57,0,0,0,1
7,88,0,0,0,1
8,114,0,0,0,1
9,119,0,0,0,2
10,126,0,0,0,3
11,154,0,0,0,3
12,189,0,0,0,3
13,208,0,0,0,3
14,249,0,0,0,4
15,268,0,0,0,4
16,279,0,0,0,4
17,294,0,0,0,4
18,313,0,0,0,4
19,317,0,0,0,4
20,327,0,0,0,6
21,339,0,0,0,6
22,366,2,0,0,7
23,379,6,0,0,7
24,428,11,0,0,8
25,441,23,0,0,8
26,446,38,0,0,8
27,485,64,0,0,8
28,497,81,0,0,9
29,516,99,0,0,9
30,539,111,0,0,9
31,559,134,0,0,9
32,578,155,0,0,9
33,580,173,0,0,9
34,607,204,0,0,9
35,625,231,0,0,9
36,630,254,0,0,10
37,633,276,0,0,10
38,667,290,0,0,10
39,697,306,0,0,10
40,716,313,0,0,10
41,746,330,0,0,10
42,760,343,0,0,10
43,762,359,0,0,10
44,782,382,0,0,10
45,799,406,0,0,10
46,822,423,0,0,10
47,845,451,0,0,11
48,861,470,0,0,11
49,889,492,0,0,11
50,899,511,0,0,12
51,911,529,0,0,12
52,912,545,0,0,13
53,929,565,0,0,15
54,958,587,0,0,15
55,964,594,0,0,16
56,970,614,0,0,16
57,998,632,0,0,17
58,1006,644,0,0,17
59,1021,662,0,0,17
60,1030,685,0,0,17
61,1031,709,0,0,17
62,1040,739,0,0,17
63,1048,752,0,0,17
64,1066,761,0,0,17
65,1100,779,0,0,18
66,1111,798,0,0,18
67,1123,821,0,0,19
68,1145,842,0,0,19
69,1167,852,0,0,19
70,1186,869,0,0,20
71,1203,889,0,0,20
72,1231,906,0,0,20
73,1254,917,0,0,20
74,1266,936,0,0,21
75,1290,948,0,0,21
76,1320,957,0,0,21
77,1333,971,0,0,21
78,1353,986,0,0,21
79,1378,997,0,0,21
80,1392,1011,0,0,22
81,1424,1020,0,0,22
82,1446,1031,0,0,24
83,1479,1037,0,0,24
84,1494,1047,0,0,25
85,1499,1065,0,0,25
86,1507,1083,0,0,25
87,1532,1104,0,0,25
88,1562,1119,0,0,25
89,1587,1135,0,0,25
90,1607,1160,0,0,25
91,1613,1181,0,0,25
92,1649,1197,0,0,26
93,1652,1219,0,0,26
94,1669,1243,0,0,26
95,1679,1264,0,0,27
96,1693,1286,0,0,28
97,1717,1307,0,0,28
98,1740,1333,0,0,28
99,1764,1355,0,0,29
100,1777,1355,0,0,29
