Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,14,0,0,0,0
3,19,0,0,0,0
4,28,0,0,0,0
5,36,0,0,0,0
6,54,0,0,0,0
7,85,0,0,0,0
8,109,0,0,0,0
9,131,0,0,0,0
10,148,0,0,0,0
11,156,0,0,0,0
12,163,0,0,0,0
13,173,0,0,0,0
14,209,0,0,0,1
15,219,0,0,0,1
16,229,0,0,0,1
17,251,0,0,0,2
18,270,0,0,0,3
19,284,0,0,0,3
20,312,1,0,0,3
21,343,3,0,0,3
22,356,6,0,0,4
23,368,15,0,0,5
24,383,22,0,0,5
25,405,36,0,0,6
26,415,52,0,0,6
27,416,71,0,0,6
28,432,88,0,0,7
29,457,111,0,0,7
30,483,127,0,0,7
31,490,141,0,0,7
32,520,154,0,0,7
33,539,162,0,0,7
34,559,179,0,0,7
35,579,192,0,0,7
36,600,210,0,0,8
37,625,223,0,0,8
38,650,242,0,0,9
39,659,266,0,0,10
40,681,288,0,0,10
41,687,305,0,0,10
42,697,330,0,0,10
43,714,346,0,0,11
44,750,359,0,0,12
45,759,380,0,0,12
46,777,391,0,0,12
47,786,404,0,0,13
48,816,422,0,0,13
49,839,433,0,0,13
50,861,449,0,0,14
51,881,469,0,0,15
52,900,487,0,0,16
53,931,515,0,0,17
54,964,538,0,0,19
55,982,554,0,0,19
56,1002,575,0,0,19
57,1031,593,0,0,20
58,1047,611,0,0,20
59,1069,629,0,0,20
60,1086,649,0,0,20
61,1119,662,0,0,20
62,1151,680,0,0,20
63,1181,694,0,0,22
64,1206,712,0,0,24
65,1210,725,0,0,24
66,1229,744,0,0,24
67,1258,766,0,0,24
68,1266,782,0,0,24
69,1288,811,0,0,24
70,1303,832,0,0,25
71,1325,852,0,0,26
72,1342,877,0,0,26
73,1371,898,0,0,26
74,1397,920,0,0,27
75,1415,939,0,0,27
76,1432,966,0,0,28
77,1452,994,0,0,28
78,1476,1015,0,0,28
79,1520,1039,0,0,28
80,1523,1062,0,0,28
81,1550,1081,0,0,28
82,1567,1104,0,0,30
83,1576,1135,0,0,30
84,1605,1159,0,0,31
85,1630,1187,0,0,33
86,1648,1213,0,0,35
87,1663,1228,0,0,36
88,1715,1241,0,0,36
89,1733,1256,0,0,36
90,1769,1275,0,0,36
91,1784,1297,0,0,36
92,1801,1313,0,0,37
93,1823,1332,0,0,39
94,1853,1356,0,0,40
95,1872,1371,0,0,40
96,1900,1387,0,0,40
97,1931,1410,0,0,41
98,1950,1434,0,0,41
99,1962,1461,0,0,42
100,1984,1461,0,0,42
