Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,17,0,0,0,0
3,42,0,0,0,1
4,58,0,0,0,1
5,71,0,0,0,2
6,93,0,0,0,2
7,99,0,0,0,3
8,100,0,0,0,4
9,108,0,0,0,4
10,129,0,0,0,7
11,145,0,0,0,9
12,148,0,0,0,11
13,159,0,0,0,16
14,167,0,0,0,21
15,188,0,0,0,26
16,201,0,0,0,31
17,223,0,0,0,38
18,243,0,0,0,50
19,269,0,0,0,56
20,286,1,0,0,75
21,298,5,0,0,85
22,328,13,0,0,104
23,356,25,0,0,113
24,367,35,0,0,127
25,384,51,0,0,143
26,394,72,0,0,157
27,429,86,0,0,180
28,439,92,0,0,202
29,464,104,0,0,233
30,483,115,0,0,248
31,498,125,0,0,276
32,522,133,0,0,297
33,533,145,0,0,319
34,565,160,0,0,348
35,584,171,0,0,372
36,602,181,0,0,391
37,614,203,0,0,413
38,638,216,0,0,442
39,657,242,0,0,469
40,675,262,0,0,495
41,692,283,0,0,515
42,693,301,0,0,534
43,706,320,0,0,550
44,720,341,0,0,577
45,748,359,0,0,605
46,775,371,0,0,632
47,776,400,0,0,646
48,781,414,0,0,653
49,809,437,0,0,668
50,848,459,0,0,699
51,869,473,0,0,719
52,881,494,0,0,741
53,900,512,0,0,762
54,922,535,0,0,778
55,936,555,0,0,798
56,953,573,0,0,814
57,971,592,0,0,830
58,987,614,0,0,851
59,1013,636,0,0,875
60,1045,652,0,0,897
61,1059,666,0,0,922
62,1067,679,0,0,938
63,1098,698,0,0,958
64,1112,712,0,0,974
65,1132,721,0,0,990
66,1158,738,0,0,1014
67,1175,758,0,0,1028
68,1188,782,0,0,1048
69,1198,794,0,0,1061
70,1223,804,0,0,1075
71,1241,826,0,0,1093
72,1243,850,0,0,1105
73,1262,874,0,0,1122
74,1263,899,0,0,1134
75,1266,918,0,0,1139
76,1294,930,0,0,1148
77,1298,944,0,0,1159
78,1305,966,0,0,1170
79,1332,983,0,0,1184
80,1348,1003,0,0,1198
81,1374,1027,0,0,1208
82,1402,1044,0,0,1224
83,1414,1064,0,0,1242
84,1433,1079,0,0,1255
85,1440,1101,0,0,1276
86,1462,1119,0,0,1292
87,1479,1142,0,0,1306
88,1531,1156,0,0,1325
89,1541,1171,0,0,1348
90,1578,1187,0,0,1373
91,1616,1208,0,0,1401
92,1642,1226,0,0,1425
93,1678,1238,0,0,1451
94,1681,1250,0,0,1471
95,1698,1264,0,0,1485
96,1721,1270,0,0,1503
97,1732,1283,0,0,1523
98,1769,1296,0,0,1542
99,1782,1304,0,0,1559
100,1802,1304,0,0,1559
