Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,17,0,0,0,0
3,49,0,0,0,0
4,76,0,0,0,0
5,103,0,0,0,0
6,120,0,0,0,0
7,130,0,0,0,1
8,162,0,0,0,1
9,179,0,0,0,1
10,189,0,0,0,2
11,207,0,0,0,2
12,238,0,0,0,2
13,257,0,0,0,4
14,279,0,0,0,5
15,296,0,0,0,5
16,315,0,0,0,6
17,336,0,0,0,6
18,359,0,0,0,7
19,387,0,0,0,7
20,396,0,0,0,9
21,420,6,0,0,9
22,441,12,0,0,9
23,462,25,0,0,9
24,479,51,0,0,9
25,496,67,0,0,9
26,526,90,0,0,10
27,540,108,0,0,10
28,559,131,0,0,11
29,586,156,0,0,11
30,604,173,0,0,12
31,630,190,0,0,13
32,657,203,0,0,13
33,663,230,0,0,13
34,681,255,0,0,14
35,705,273,0,0,14
36,728,288,0,0,15
37,731,308,0,0,16
38,732,337,0,0,16
39,770,349,0,0,18
40,771,369,0,0,18
41,780,386,0,0,19
42,801,411,0,0,19
43,819,429,0,0,19
44,831,445,0,0,19
45,835,469,0,0,19
46,870,490,0,0,19
47,909,509,0,0,20
48,936,530,0,0,20
49,964,548,0,0,20
50,976,574,0,0,21
51,995,590,0,0,21
52,1010,619,0,0,21
53,1027,638,0,0,22
54,1051,659,0,0,22
55,1058,676,0,0,22
56,1081,692,0,0,22
57,1082,710,0,0,24
58,1115,727,0,0,25
59,1126,744,0,0,26
60,1149,753,0,0,26
61,1161,768,0,0,26
62,1184,784,0,0,26
63,1203,799,0,0,26
64,1213,815,0,0,26
65,1224,833,0,0,26
66,1245,847,0,0,27
67,1265,867,0,0,27
68,1302,885,0,0,27
69,1303,916,0,0,27
70,1322,950,0,0,27
71,1344,966,0,0,27
72,1367,987,0,0,28
73,1384,1004,0,0,28
74,1391,1017,0,0,28
75,1426,1032,0,0,28
76,1432,1057,0,0,28
77,1450,1074,0,0,28
78,1473,1087,0,0,28
79,1501,1109,0,0,28
80,1513,1123,0,0,28
81,1521,1143,0,0,28
82,1532,1159,0,0,29
83,1555,1178,0,0,29
84,1573,1195,0,0,30
85,1587,1210,0,0,31
86,1636,1224,0,0,32
87,1637,1247,0,0,33
88,1667,1265,0,0,34
89,1681,1281,0,0,34
90,1710,1302,0,0,35
91,1721,1324,0,0,35
92,1748,1339,0,0,35
93,1760,1353,0,0,35
94,1781,1368,0,0,35
95,1794,1395,0,0,36
96,1801,1405,0,0,36
97,1823,1426,0,0,37
98,1845,1449,0,0,37
99,1856,1472,0,0,37
100,1872,1472,0,0,37
