840,1,0,19
840,1,0,13
841,3,0,1
841,1,1,13
842,1,0,13
1800,3,0,1
1800,3,0,1
1883,6,0,15
1884,6,0,15
2136,6,0,15
2137,6,0,15
2281,1,3,17
2281,1,4,19
2282,3,0,1
2282,1,3,19
2283,1,0,19
2284,1,0,19
2285,1,1,13
2285,1,0,19
2286,1,0,13
2286,1,0,19
2287,1,0,13
2287,1,0,19
2288,1,1,13
2288,1,4,19
2289,1,1,13
2289,1,4,19
2290,1,1,13
2290,1,4,19
2291,1,1,13
2291,1,4,19
2292,1,0,13
2293,1,0,13
2294,1,0,13
2295,1,0,13
2296,1,0,13
2297,1,0,13
2298,1,0,13
2299,1,0,13
2300,1,0,13
2301,1,0,13
2302,1,0,13
2303,1,0,13
2304,1,0,13
2305,1,0,13
2306,1,0,13
2307,3,0,1
3240,3,0,1
3240,3,0,1
3240,3,0,1
3240,3,0,1
4681,2,5,15
4681,2,0,13
4681,2,5,19
4682,2,0,13
4683,2,0,13
4684,2,3,13
4832,6,6,15
4833,6,6,15
4859,6,0,15
4860,6,0,15
4990,6,0,13
4991,6,0,13
5045,6,0,17
5046,6,0,17
5047,6,0,17
5147,6,0,13
5148,6,0,13
5149,6,0,13
5150,6,0,13
5151,6,0,13
5161,1,3,15
6177,6,0,15
6178,6,3,15
6179,6,3,15
6180,6,3,15
6181,6,3,15
6182,6,3,15
6183,6,3,15
6184,6,3,15
6185,6,3,15
6186,6,3,15
6187,6,3,15
6188,6,3,15
6189,6,3,15
6190,6,3,15
6191,6,3,15
6192,6,3,15
6193,6,3,15
6194,6,3,15
6195,6,3,15
6353,6,0,19
6354,6,0,19
6487,6,3,19
6488,6,3,19
6489,6,3,19
6529,6,0,15
6530,6,0,15
6531,6,0,15
6532,6,0,15
6533,6,0,15
6534,6,0,15
6535,6,0,15
6536,6,0,15
6601,1,0,19
6602,1,0,19
6602,1,3,17
6603,1,0,19
6603,1,0,17
6604,1,0,19
6604,1,0,17
6605,1,4,19
6605,1,0,17
6606,1,4,19
6606,1,0,17
6607,1,0,19
6607,1,4,17
6608,1,0,19
6609,1,0,19
6610,1,4,19
7562,2,0,1
7569,2,0,13
7570,2,0,13
7571,2,3,13
7572,2,3,13
7573,2,3,13
7956,6,0,13
7957,6,0,13
7958,6,0,13
9001,6,6,13
9002,6,6,13
9481,1,3,17
9482,1,3,17
9961,2,1,15
9962,2,0,15
9963,2,2,15
9964,2,2,15
9965,2,0,15
10444,2,0,13
10445,2,0,13
10446,2,3,13
10447,2,0,13
10448,2,0,13
10508,6,0,15
10509,6,0,15
10510,6,0,15
10511,6,0,15
10512,6,0,15
10513,6,0,15
10514,6,0,15
10515,6,0,15
10516,6,0,15
10517,6,0,15
10518,6,0,15
10563,6,3,15
10564,6,3,15
10747,6,0,13
10748,6,0,13
10749,6,0,13
10921,6,0,15
10921,1,0,15
10922,6,0,15
10922,1,0,15
11154,6,0,19
11155,6,0,19
11156,6,0,19
11157,6,0,19
11158,6,0,19
11159,6,0,19
11160,6,0,19
11193,6,4,19
11194,6,4,19
11880,3,0,1
11884,6,6,19
11885,6,6,19
11886,6,0,19
11887,6,0,19
11888,6,0,19
11889,6,0,19
12307,6,0,13
12308,6,0,13
12806,6,0,13
12807,6,0,13
13343,6,3,17
13344,6,3,17
13347,6,0,17
13348,6,0,17
13349,6,0,17
13350,6,0,17
13351,6,0,17
13352,6,0,17
13353,6,0,17
13372,6,0,13
13373,6,6,13
13374,6,6,13
13375,6,6,13
13376,6,6,13
13377,6,6,13
13378,6,6,13
13441,6,0,13
13442,6,0,13
13443,6,0,13
13444,6,0,13
13530,6,6,13
13531,6,6,13
13532,6,6,13
13533,6,6,13
13534,6,0,13
13718,6,0,15
13719,6,0,15
13800,6,0,13
13801,1,0,15
13801,6,0,13
13802,1,3,15
13803,6,0,15
13803,1,0,15
13804,6,0,15
13804,1,0,15
13805,1,0,15
13806,1,0,15
13807,1,0,15
13808,1,0,15
13809,1,0,15
13810,1,0,15
13811,1,3,15
13812,1,0,15
13813,1,0,15
14001,6,6,17
14002,6,6,17
14003,6,6,17
14059,6,0,17
14060,6,0,17
14079,6,4,17
14080,6,4,17
14081,6,0,17
14082,6,0,17
14083,6,0,17
14084,6,0,17
14085,6,0,17
14086,6,0,17
14087,6,0,17
14088,6,0,17
14089,6,0,17
14090,6,0,17
14091,6,0,17
14115,6,0,17
14116,6,4,17
14118,6,4,19
14119,6,4,19
14120,6,4,19
14135,6,0,17
14136,6,0,17
14137,6,0,17
14138,6,0,17
14139,6,0,17
14140,6,0,17
14274,6,6,17
14275,6,6,17
14276,6,6,17
14282,6,6,17
14283,6,6,17
14284,6,0,17
14285,6,0,17
14986,6,3,17
14987,6,3,17
14988,6,3,17
14989,6,3,17
15094,6,6,17
15095,6,6,17
15096,6,0,17
15097,6,0,17
15098,6,6,17
15148,6,0,17
15149,6,0,17
15241,1,3,17
15242,1,3,17
15363,6,4,15
15364,6,4,15
15365,6,4,15
15366,6,4,15
15367,6,4,15
15368,6,4,15
15432,6,0,15
15433,6,0,15
15434,6,0,15
15435,6,0,15
16201,2,5,17
16202,2,5,17
16203,2,5,17
16203,2,0,13
16204,2,0,13
16205,2,0,13
16274,6,0,17
16275,6,0,17
16276,6,0,17
16375,6,3,17
16376,6,3,17
16414,6,6,17
16415,6,0,17
16426,6,6,17
16427,6,6,17
16428,6,6,17
16429,6,6,17
16430,6,6,17
16431,6,6,17
16432,6,6,17
16433,6,6,17
16462,6,0,17
16463,6,0,17
16568,6,0,13
16569,6,3,13
16570,6,3,13
16601,6,3,17
16602,6,3,17
16603,6,3,17
16604,6,3,17
16605,6,3,17
16606,6,3,17
16607,6,3,17
16608,6,3,17
16709,6,0,3
16710,6,0,3
16711,6,6,13
16712,6,6,13
16797,6,1,13
16798,6,6,13
16799,6,6,13
16800,6,4,13
16801,6,4,13
16802,6,4,13
16803,6,0,13
16804,6,0,13
16805,6,0,13
16806,6,0,13
16807,6,0,13
16808,6,0,13
16809,6,0,13
16810,6,0,13
16870,6,0,13
16871,6,1,13
17109,6,1,13
17110,6,1,13
17111,6,1,13
17112,6,1,13
17113,6,0,13
17114,6,0,13
17115,6,0,13
17116,6,0,13
17117,6,0,13
17118,6,0,13
17119,6,0,13
17120,6,1,13
17160,6,6,13
17161,6,6,13
18172,6,0,15
18173,6,4,15
18174,6,4,15
18601,2,0,15
18602,2,0,15
19368,6,0,17
19369,6,0,17
19370,6,0,17
19371,6,0,17
19372,6,0,17
19373,6,0,17
19374,6,0,17
19375,6,0,17
19491,6,0,17
19492,6,0,17
19565,4,0,1
21363,6,0,17
21364,6,0,17
21365,6,0,17
21366,6,0,17
21367,6,0,17
21368,6,0,17
21369,6,0,17
22039,6,0,1
22412,6,0,13
22413,6,0,13
22414,6,0,13
22415,6,0,13
22416,6,0,13
22417,6,0,13
22418,6,0,13
22419,6,0,13
22420,6,0,13
22421,6,0,13
22603,6,0,15
22604,6,0,15
22605,6,0,15
22606,6,0,15
22607,6,0,15
22608,6,0,15
22925,4,0,1
23463,6,0,17
23464,6,0,17
23465,6,0,17
23555,6,0,17
23556,6,6,17
23557,6,6,17
23563,6,0,17
23564,6,0,17
23565,6,0,17
23566,6,0,17
23567,6,0,17
23568,6,0,17
23569,6,0,17
23570,6,0,17
23571,6,6,17
23572,6,6,17
23573,6,6,17
23574,6,6,17
23575,6,6,17
23576,6,6,17
23658,6,3,17
23659,6,3,17
23660,6,0,17
23661,6,0,17
23715,6,0,17
23716,6,0,17
23717,6,0,17
23718,6,6,17
23719,6,6,17
23769,6,3,3
23770,6,3,3
23813,6,6,17
23814,6,6,17
23815,6,6,17
23816,6,6,17
23817,6,0,17
23818,6,0,17
23821,6,0,17
23822,6,0,17
23823,6,0,17
23886,1,6,17
23887,1,0,17
23888,1,6,17
23889,1,0,17
23890,1,6,17
24063,6,0,15
24064,6,0,15
24067,6,0,15
24068,6,0,15
