Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,26,0,0,0,0
3,45,0,0,0,0
4,76,0,0,0,0
5,106,0,0,0,0
6,133,0,0,0,0
7,171,0,0,0,1
8,186,0,0,0,1
9,209,0,0,0,1
10,213,0,0,0,2
11,233,0,0,0,2
12,261,0,0,0,2
13,270,0,0,0,4
14,294,0,0,0,4
15,321,0,0,0,5
16,330,0,0,0,5
17,340,0,0,0,7
18,358,0,0,0,8
19,369,0,0,0,9
20,384,1,0,0,9
21,403,2,0,0,9
22,417,12,0,0,9
23,431,22,0,0,9
24,451,45,0,0,10
25,452,70,0,0,10
26,475,101,0,0,10
27,490,130,0,0,11
28,502,158,0,0,12
29,512,182,0,0,12
30,537,200,0,0,12
31,549,212,0,0,12
32,571,233,0,0,12
33,586,254,0,0,12
34,610,267,0,0,14
35,623,290,0,0,14
36,639,308,0,0,14
37,650,324,0,0,14
38,677,334,0,0,14
39,692,347,0,0,14
40,704,361,0,0,14
41,731,381,0,0,15
42,753,396,0,0,15
43,784,411,0,0,15
44,805,425,0,0,16
45,809,439,0,0,17
46,820,454,0,0,18
47,837,465,0,0,18
48,883,480,0,0,18
49,902,501,0,0,19
50,937,513,0,0,19
51,970,527,0,0,19
52,985,552,0,0,20
53,989,571,0,0,20
54,995,583,0,0,21
55,1020,595,0,0,21
56,1023,612,0,0,21
57,1039,628,0,0,22
58,1052,652,0,0,22
59,1074,670,0,0,22
60,1096,686,0,0,23
61,1119,709,0,0,23
62,1161,727,0,0,23
63,1192,749,0,0,24
64,1205,770,0,0,25
65,1219,785,0,0,25
66,1242,805,0,0,25
67,1273,824,0,0,26
68,1315,847,0,0,30
69,1338,867,0,0,30
70,1372,895,0,0,30
71,1389,921,0,0,30
72,1403,947,0,0,31
73,1423,967,0,0,31
74,1440,982,0,0,34
75,1444,992,0,0,34
76,1472,1007,0,0,34
77,1494,1013,0,0,35
78,1515,1032,0,0,35
79,1516,1052,0,0,37
80,1531,1071,0,0,37
81,1552,1088,0,0,37
82,1579,1102,0,0,37
83,1609,1134,0,0,37
84,1615,1166,0,0,37
85,1616,1198,0,0,37
86,1633,1216,0,0,37
87,1647,1248,0,0,38
88,1686,1275,0,0,38
89,1687,1299,0,0,38
90,1711,1324,0,0,38
91,1722,1352,0,0,38
92,1725,1372,0,0,38
93,1743,1396,0,0,39
94,1754,1414,0,0,40
95,1778,1425,0,0,41
96,1805,1444,0,0,41
97,1824,1461,0,0,41
98,1829,1483,0,0,42
99,1837,1498,0,0,42
100,1843,1498,0,0,42
