Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,33,0,0,0,0
3,68,0,0,0,0
4,78,0,0,0,0
5,90,0,0,0,0
6,112,0,0,0,0
7,132,0,0,0,0
8,160,0,0,0,0
9,170,0,0,0,0
10,189,0,0,0,0
11,211,0,0,0,0
12,228,0,0,0,0
13,238,0,0,0,0
14,260,0,0,0,0
15,277,0,0,0,0
16,281,0,0,0,1
17,303,0,0,0,1
18,332,0,0,0,1
19,350,1,0,0,1
20,381,4,0,0,1
21,408,10,0,0,3
22,434,19,0,0,4
23,463,30,0,0,5
24,471,50,0,0,5
25,502,67,0,0,5
26,526,90,0,0,5
27,557,110,0,0,6
28,588,127,0,0,6
29,602,146,0,0,7
30,618,162,0,0,7
31,623,186,0,0,7
32,650,204,0,0,7
33,661,217,0,0,7
34,683,237,0,0,7
35,711,250,0,0,7
36,727,259,0,0,8
37,754,277,0,0,9
38,786,294,0,0,9
39,793,311,0,0,9
40,817,335,0,0,9
41,854,356,0,0,9
42,882,390,0,0,9
43,904,416,0,0,9
44,934,440,0,0,9
45,947,467,0,0,9
46,973,498,0,0,9
47,989,510,0,0,9
48,1016,534,0,0,9
49,1024,562,0,0,9
50,1039,577,0,0,9
51,1052,601,0,0,10
52,1079,614,0,0,10
53,1100,635,0,0,10
54,1116,651,0,0,11
55,1118,669,0,0,11
56,1137,687,0,0,11
57,1158,709,0,0,12
58,1172,736,0,0,12
59,1194,770,0,0,12
60,1211,786,0,0,12
61,1223,804,0,0,12
62,1231,825,0,0,12
63,1263,848,0,0,12
64,1284,879,0,0,12
65,1288,907,0,0,12
66,1320,938,0,0,12
67,1347,952,0,0,12
68,1370,973,0,0,12
69,1384,996,0,0,12
70,1414,1007,0,0,12
71,1436,1028,0,0,12
72,1454,1053,0,0,12
73,1458,1070,0,0,13
74,1459,1087,0,0,13
75,1484,1098,0,0,13
76,1501,1116,0,0,13
77,1515,1131,0,0,13
78,1525,1148,0,0,13
79,1537,1173,0,0,14
80,1561,1190,0,0,14
81,1579,1207,0,0,14
82,1602,1221,0,0,14
83,1617,1233,0,0,14
84,1645,1252,0,0,15
85,1663,1274,0,0,15
86,1685,1291,0,0,16
87,1695,1314,0,0,16
88,1713,1340,0,0,16
89,1725,1354,0,0,16
90,1744,1383,0,0,16
91,1782,1405,0,0,16
92,1796,1419,0,0,16
93,1800,1437,0,0,17
94,1812,1459,0,0,18
95,1829,1471,0,0,19
96,1846,1486,0,0,19
97,1883,1499,0,0,19
98,1891,1508,0,0,19
99,1911,1517,0,0,19
100,1925,1517,0,0,19
