Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,26,0,0,0,2
3,51,0,0,0,3
4,65,0,0,0,4
5,87,0,0,0,5
6,102,0,0,0,6
7,127,0,0,0,8
8,152,0,0,0,10
9,167,0,0,0,10
10,200,0,0,0,10
11,214,0,0,0,13
12,232,0,0,0,18
13,255,0,0,0,24
14,256,0,0,0,28
15,267,0,0,0,35
16,287,0,0,0,44
17,307,0,0,0,47
18,327,0,0,0,54
19,344,0,0,0,65
20,359,0,0,0,73
21,387,3,0,0,81
22,412,9,0,0,90
23,451,21,0,0,104
24,463,35,0,0,115
25,490,62,0,0,126
26,505,85,0,0,141
27,523,111,0,0,162
28,547,121,0,0,188
29,551,140,0,0,205
30,559,168,0,0,219
31,572,187,0,0,239
32,574,204,0,0,254
33,608,226,0,0,267
34,625,239,0,0,288
35,644,248,0,0,305
36,684,261,0,0,325
37,696,283,0,0,343
38,703,301,0,0,359
39,730,319,0,0,373
40,750,339,0,0,397
41,771,364,0,0,419
42,790,384,0,0,444
43,816,409,0,0,460
44,825,434,0,0,477
45,852,455,0,0,495
46,862,479,0,0,509
47,888,499,0,0,530
48,910,518,0,0,544
49,920,532,0,0,555
50,945,545,0,0,567
51,963,564,0,0,576
52,976,568,0,0,589
53,1008,582,0,0,597
54,1020,596,0,0,615
55,1026,614,0,0,630
56,1043,636,0,0,646
57,1056,654,0,0,652
58,1062,675,0,0,660
59,1082,698,0,0,667
60,1092,719,0,0,672
61,1103,738,0,0,680
62,1115,757,0,0,695
63,1139,784,0,0,714
64,1151,798,0,0,720
65,1163,820,0,0,732
66,1196,840,0,0,751
67,1210,864,0,0,772
68,1223,877,0,0,778
69,1251,892,0,0,797
70,1278,919,0,0,818
71,1293,932,0,0,827
72,1322,952,0,0,845
73,1336,972,0,0,864
74,1349,993,0,0,878
75,1376,1013,0,0,898
76,1410,1022,0,0,924
77,1440,1036,0,0,951
78,1447,1050,0,0,963
79,1456,1067,0,0,977
80,1485,1079,0,0,989
81,1496,1096,0,0,997
82,1498,1104,0,0,1007
83,1517,1117,0,0,1018
84,1527,1135,0,0,1023
85,1543,1159,0,0,1032
86,1551,1171,0,0,1038
87,1573,1183,0,0,1046
88,1610,1201,0,0,1056
89,1638,1220,0,0,1067
90,1650,1237,0,0,1082
91,1675,1260,0,0,1089
92,1712,1283,0,0,1107
93,1728,1295,0,0,1119
94,1755,1321,0,0,1123
95,1786,1350,0,0,1140
96,1809,1372,0,0,1152
97,1820,1389,0,0,1155
98,1824,1413,0,0,1161
99,1844,1433,0,0,1168
100,1872,1433,0,0,1168
