Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,40,0,0,0,0
3,72,0,0,0,0
4,86,0,0,0,0
5,112,0,0,0,0
6,136,0,0,0,0
7,152,0,0,0,0
8,168,0,0,0,0
9,179,0,0,0,0
10,193,0,0,0,0
11,200,0,0,0,1
12,209,0,0,0,1
13,211,0,0,0,1
14,220,0,0,0,1
15,251,0,0,0,1
16,274,0,0,0,1
17,311,0,0,0,1
18,314,0,0,0,1
19,335,0,0,0,2
20,350,4,0,0,2
21,364,13,0,0,2
22,374,27,0,0,3
23,376,44,0,0,5
24,388,61,0,0,5
25,404,89,0,0,5
26,410,114,0,0,5
27,440,133,0,0,5
28,477,155,0,0,7
29,494,164,0,0,7
30,524,171,0,0,8
31,539,184,0,0,9
32,560,197,0,0,9
33,583,205,0,0,9
34,604,214,0,0,9
35,617,224,0,0,9
36,638,244,0,0,9
37,651,272,0,0,10
38,675,295,0,0,10
39,693,305,0,0,13
40,706,326,0,0,13
41,735,346,0,0,14
42,751,361,0,0,14
43,769,378,0,0,15
44,789,388,0,0,15
45,823,396,0,0,15
46,834,406,0,0,16
47,858,427,0,0,17
48,881,439,0,0,17
49,898,461,0,0,18
50,939,486,0,0,21
51,961,513,0,0,23
52,981,531,0,0,23
53,990,546,0,0,23
54,1014,569,0,0,23
55,1023,592,0,0,25
56,1051,609,0,0,26
57,1072,624,0,0,26
58,1094,644,0,0,27
59,1100,663,0,0,27
60,1104,679,0,0,28
61,1121,700,0,0,28
62,1122,721,0,0,29
63,1166,742,0,0,30
64,1182,757,0,0,31
65,1219,782,0,0,31
66,1241,809,0,0,31
67,1253,835,0,0,31
68,1263,857,0,0,31
69,1277,874,0,0,33
70,1286,895,0,0,33
71,1299,916,0,0,33
72,1302,936,0,0,33
73,1326,960,0,0,33
74,1340,982,0,0,33
75,1341,1001,0,0,33
76,1373,1015,0,0,33
77,1399,1036,0,0,34
78,1424,1053,0,0,34
79,1436,1068,0,0,35
80,1451,1088,0,0,35
81,1460,1108,0,0,36
82,1485,1122,0,0,37
83,1498,1134,0,0,37
84,1518,1155,0,0,38
85,1543,1175,0,0,38
86,1569,1203,0,0,39
87,1586,1221,0,0,39
88,1628,1246,0,0,39
89,1641,1262,0,0,39
90,1656,1275,0,0,39
91,1687,1288,0,0,40
92,1707,1296,0,0,40
93,1729,1309,0,0,41
94,1755,1319,0,0,42
95,1785,1332,0,0,42
96,1810,1353,0,0,42
97,1811,1374,0,0,42
98,1826,1388,0,0,42
99,1843,1410,0,0,42
100,1848,1410,0,0,42
