Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,28,0,0,0,0
3,40,0,0,0,0
4,68,0,0,0,0
5,72,0,0,0,1
6,77,0,0,0,1
7,95,0,0,0,2
8,119,0,0,0,5
9,142,0,0,0,6
10,157,0,0,0,11
11,170,0,0,0,13
12,175,0,0,0,20
13,190,0,0,0,23
14,212,0,0,0,26
15,217,0,0,0,29
16,227,0,0,0,37
17,244,0,0,0,43
18,259,0,0,0,47
19,293,0,0,0,54
20,316,2,0,0,65
21,333,5,0,0,81
22,341,11,0,0,93
23,385,22,0,0,111
24,397,37,0,0,135
25,426,52,0,0,149
26,447,65,0,0,165
27,464,80,0,0,182
28,467,98,0,0,206
29,488,115,0,0,224
30,508,128,0,0,252
31,533,144,0,0,278
32,557,158,0,0,308
33,595,168,0,0,329
34,597,192,0,0,350
35,631,204,0,0,389
36,643,216,0,0,410
37,662,227,0,0,432
38,675,246,0,0,456
39,677,262,0,0,487
40,722,279,0,0,517
41,736,301,0,0,547
42,745,327,0,0,570
43,767,349,0,0,590
44,775,373,0,0,608
45,810,394,0,0,629
46,829,410,0,0,656
47,864,438,0,0,680
48,881,457,0,0,706
49,900,471,0,0,735
50,927,485,0,0,760
51,945,502,0,0,783
52,962,523,0,0,800
53,994,545,0,0,824
54,1012,564,0,0,846
55,1028,586,0,0,875
56,1054,612,0,0,898
57,1087,635,0,0,927
58,1121,653,0,0,951
59,1148,668,0,0,973
60,1159,683,0,0,993
61,1170,702,0,0,1006
62,1182,726,0,0,1015
63,1189,737,0,0,1023
64,1225,756,0,0,1045
65,1265,775,0,0,1078
66,1295,800,0,0,1100
67,1341,822,0,0,1131
68,1362,854,0,0,1148
69,1399,870,0,0,1181
70,1429,892,0,0,1207
71,1444,906,0,0,1223
72,1449,929,0,0,1235
73,1486,942,0,0,1253
74,1501,966,0,0,1264
75,1527,994,0,0,1287
76,1547,1022,0,0,1301
77,1578,1050,0,0,1320
78,1587,1076,0,0,1340
79,1611,1101,0,0,1357
80,1645,1119,0,0,1382
81,1664,1138,0,0,1396
82,1674,1155,0,0,1412
83,1681,1178,0,0,1421
84,1715,1195,0,0,1430
85,1735,1213,0,0,1456
86,1746,1245,0,0,1473
87,1793,1271,0,0,1488
88,1794,1307,0,0,1497
89,1820,1342,0,0,1509
90,1845,1373,0,0,1527
91,1882,1400,0,0,1541
92,1922,1415,0,0,1554
93,1945,1439,0,0,1570
94,1976,1456,0,0,1590
95,1990,1472,0,0,1603
96,2009,1497,0,0,1611
97,2022,1521,0,0,1623
98,2049,1548,0,0,1630
99,2056,1569,0,0,1639
100,2081,1569,0,0,1639
