Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,1
2,3,0,0,0,1
3,26,0,0,0,1
4,57,0,0,0,3
5,80,0,0,0,3
6,114,0,0,0,3
7,143,0,0,0,5
8,155,0,0,0,8
9,171,0,0,0,12
10,177,0,0,0,15
11,196,0,0,0,16
12,197,0,0,0,20
13,206,0,0,0,25
14,231,0,0,0,32
15,247,0,0,0,35
16,264,0,0,0,39
17,292,0,0,0,42
18,314,0,0,0,53
19,339,0,0,0,63
20,343,0,0,0,72
21,376,2,0,0,82
22,392,6,0,0,90
23,416,15,0,0,99
24,443,37,0,0,112
25,445,55,0,0,126
26,459,70,0,0,143
27,495,92,0,0,158
28,512,124,0,0,174
29,534,146,0,0,183
30,563,161,0,0,201
31,581,180,0,0,220
32,605,189,0,0,240
33,625,201,0,0,258
34,639,210,0,0,283
35,664,226,0,0,307
36,682,243,0,0,320
37,710,269,0,0,338
38,725,282,0,0,359
39,740,304,0,0,379
40,766,328,0,0,391
41,786,352,0,0,408
42,803,369,0,0,436
43,826,386,0,0,461
44,861,409,0,0,476
45,884,431,0,0,488
46,941,449,0,0,513
47,954,468,0,0,532
48,963,490,0,0,544
49,964,509,0,0,551
50,991,523,0,0,566
51,996,553,0,0,578
52,1006,570,0,0,582
53,1026,591,0,0,593
54,1064,611,0,0,606
55,1069,628,0,0,614
56,1082,646,0,0,624
57,1108,668,0,0,641
58,1144,692,0,0,660
59,1171,712,0,0,677
60,1182,736,0,0,688
61,1199,761,0,0,697
62,1219,779,0,0,713
63,1249,800,0,0,722
64,1279,822,0,0,739
65,1288,853,0,0,752
66,1310,880,0,0,763
67,1318,907,0,0,772
68,1332,940,0,0,783
69,1343,959,0,0,797
70,1374,970,0,0,807
71,1376,979,0,0,816
72,1402,993,0,0,837
73,1431,1000,0,0,852
74,1436,1020,0,0,864
75,1457,1038,0,0,878
76,1474,1065,0,0,886
77,1505,1084,0,0,902
78,1523,1105,0,0,922
79,1542,1124,0,0,932
80,1559,1150,0,0,945
81,1565,1172,0,0,951
82,1566,1193,0,0,955
83,1583,1210,0,0,966
84,1606,1234,0,0,977
85,1608,1264,0,0,985
86,1635,1284,0,0,994
87,1659,1297,0,0,1007
88,1678,1312,0,0,1017
89,1708,1330,0,0,1032
90,1709,1343,0,0,1046
91,1728,1360,0,0,1064
92,1758,1379,0,0,1075
93,1794,1395,0,0,1089
94,1817,1416,0,0,1103
95,1834,1440,0,0,1121
96,1856,1461,0,0,1132
97,1880,1473,0,0,1147
98,1888,1489,0,0,1157
99,1923,1514,0,0,1168
100,1931,1514,0,0,1168
