Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,14,0,0,0,0
3,54,0,0,0,0
4,61,0,0,0,0
5,92,0,0,0,0
6,113,0,0,0,0
7,153,0,0,0,0
8,176,0,0,0,0
9,184,0,0,0,0
10,192,0,0,0,0
11,226,0,0,0,0
12,258,0,0,0,0
13,284,0,0,0,0
14,296,0,0,0,0
15,326,0,0,0,0
16,340,0,0,0,0
17,359,0,0,0,2
18,377,0,0,0,2
19,408,0,0,0,2
20,426,1,0,0,2
21,437,3,0,0,2
22,456,12,0,0,2
23,468,23,0,0,3
24,495,47,0,0,4
25,530,61,0,0,4
26,550,78,0,0,4
27,562,111,0,0,5
28,598,135,0,0,5
29,630,163,0,0,5
30,652,179,0,0,5
31,678,201,0,0,5
32,691,219,0,0,5
33,718,248,0,0,5
34,747,268,0,0,5
35,772,289,0,0,5
36,783,307,0,0,5
37,790,333,0,0,5
38,810,356,0,0,5
39,835,376,0,0,5
40,847,389,0,0,5
41,885,410,0,0,5
42,924,423,0,0,5
43,938,443,0,0,5
44,964,460,0,0,5
45,987,477,0,0,5
46,1006,502,0,0,6
47,1033,529,0,0,6
48,1042,554,0,0,6
49,1048,579,0,0,7
50,1064,603,0,0,7
51,1086,635,0,0,8
52,1108,659,0,0,9
53,1139,685,0,0,9
54,1171,707,0,0,9
55,1191,732,0,0,9
56,1199,747,0,0,9
57,1213,764,0,0,9
58,1226,779,0,0,9
59,1246,800,0,0,9
60,1257,828,0,0,9
61,1280,849,0,0,10
62,1306,870,0,0,11
63,1332,895,0,0,11
64,1357,918,0,0,11
65,1388,937,0,0,11
66,1407,967,0,0,12
67,1423,988,0,0,13
68,1434,1015,0,0,13
69,1454,1031,0,0,13
70,1486,1045,0,0,13
71,1498,1058,0,0,13
72,1515,1082,0,0,14
73,1524,1103,0,0,14
74,1557,1115,0,0,14
75,1587,1138,0,0,14
76,1596,1168,0,0,14
77,1603,1190,0,0,14
78,1629,1205,0,0,14
79,1645,1224,0,0,14
80,1672,1235,0,0,15
81,1688,1256,0,0,16
82,1708,1274,0,0,16
83,1730,1292,0,0,16
84,1731,1322,0,0,16
85,1742,1345,0,0,17
86,1768,1362,0,0,17
87,1792,1388,0,0,17
88,1807,1406,0,0,17
89,1823,1426,0,0,17
90,1854,1447,0,0,19
91,1870,1470,0,0,20
92,1879,1491,0,0,20
93,1890,1512,0,0,21
94,1924,1539,0,0,21
95,1950,1552,0,0,21
96,1989,1564,0,0,21
97,2024,1579,0,0,21
98,2040,1598,0,0,21
99,2066,1617,0,0,21
100,2090,1617,0,0,21
