Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,22,0,0,0,0
3,41,0,0,0,0
4,74,0,0,0,0
5,96,0,0,0,1
6,121,0,0,0,4
7,154,0,0,0,6
8,156,0,0,0,6
9,192,0,0,0,9
10,209,0,0,0,14
11,223,0,0,0,16
12,238,0,0,0,22
13,239,0,0,0,24
14,253,0,0,0,28
15,267,0,0,0,33
16,280,0,0,0,40
17,298,0,0,0,43
18,300,0,0,0,54
19,310,0,0,0,60
20,320,0,0,0,66
21,344,2,0,0,75
22,345,10,0,0,82
23,346,22,0,0,93
24,366,40,0,0,105
25,378,63,0,0,125
26,408,96,0,0,142
27,424,113,0,0,152
28,447,137,0,0,166
29,476,159,0,0,178
30,478,184,0,0,187
31,503,196,0,0,196
32,515,215,0,0,211
33,539,226,0,0,219
34,556,243,0,0,232
35,595,253,0,0,255
36,597,261,0,0,275
37,631,271,0,0,301
38,644,286,0,0,322
39,660,301,0,0,344
40,694,311,0,0,371
41,709,327,0,0,394
42,710,334,0,0,406
43,728,344,0,0,429
44,734,354,0,0,450
45,753,367,0,0,465
46,780,377,0,0,487
47,781,398,0,0,502
48,795,415,0,0,512
49,807,437,0,0,521
50,823,460,0,0,536
51,832,485,0,0,546
52,859,499,0,0,560
53,876,513,0,0,571
54,893,532,0,0,589
55,918,553,0,0,606
56,931,578,0,0,619
57,957,599,0,0,636
58,961,620,0,0,650
59,976,640,0,0,661
60,997,666,0,0,676
61,1005,685,0,0,694
62,1013,697,0,0,706
63,1034,711,0,0,719
64,1042,725,0,0,729
65,1060,741,0,0,742
66,1085,756,0,0,762
67,1101,764,0,0,777
68,1138,776,0,0,801
69,1159,791,0,0,822
70,1175,803,0,0,841
71,1194,817,0,0,857
72,1221,835,0,0,871
73,1250,851,0,0,896
74,1275,878,0,0,909
75,1305,890,0,0,929
76,1331,910,0,0,940
77,1340,930,0,0,957
78,1352,946,0,0,967
79,1353,960,0,0,973
80,1382,970,0,0,989
81,1397,986,0,0,1002
82,1420,1001,0,0,1012
83,1458,1013,0,0,1026
84,1478,1026,0,0,1046
85,1488,1046,0,0,1056
86,1514,1056,0,0,1075
87,1521,1071,0,0,1083
88,1538,1084,0,0,1093
89,1553,1109,0,0,1101
90,1559,1142,0,0,1108
91,1579,1169,0,0,1118
92,1607,1190,0,0,1126
93,1619,1220,0,0,1141
94,1638,1243,0,0,1147
95,1640,1267,0,0,1156
96,1673,1286,0,0,1165
97,1675,1309,0,0,1171
98,1695,1332,0,0,1178
99,1719,1347,0,0,1186
100,1720,1347,0,0,1186
