Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,13,0,0,0,0
3,31,0,0,0,0
4,47,0,0,0,0
5,74,0,0,0,0
6,106,0,0,0,0
7,120,0,0,0,0
8,138,0,0,0,0
9,162,0,0,0,0
10,172,0,0,0,0
11,182,0,0,0,0
12,191,0,0,0,0
13,210,0,0,0,0
14,228,0,0,0,0
15,247,0,0,0,1
16,272,0,0,0,1
17,308,0,0,0,1
18,323,0,0,0,1
19,344,1,0,0,2
20,365,1,0,0,2
21,389,3,0,0,3
22,404,11,0,0,3
23,443,19,0,0,4
24,455,40,0,0,4
25,476,63,0,0,5
26,491,79,0,0,5
27,514,96,0,0,5
28,537,120,0,0,7
29,555,139,0,0,8
30,575,152,0,0,8
31,601,166,0,0,8
32,626,181,0,0,9
33,656,188,0,0,10
34,663,202,0,0,12
35,698,218,0,0,13
36,717,235,0,0,14
37,745,261,0,0,14
38,763,288,0,0,15
39,779,308,0,0,15
40,806,330,0,0,16
41,836,347,0,0,16
42,871,376,0,0,17
43,875,399,0,0,17
44,908,423,0,0,17
45,938,445,0,0,17
46,956,462,0,0,17
47,962,475,0,0,18
48,985,493,0,0,19
49,1005,521,0,0,19
50,1014,542,0,0,20
51,1025,568,0,0,21
52,1054,582,0,0,21
53,1074,604,0,0,21
54,1100,632,0,0,22
55,1125,659,0,0,22
56,1140,687,0,0,22
57,1165,712,0,0,23
58,1193,736,0,0,23
59,1207,752,0,0,24
60,1239,769,0,0,25
61,1250,790,0,0,25
62,1281,816,0,0,25
63,1305,835,0,0,27
64,1332,854,0,0,27
65,1360,878,0,0,28
66,1379,900,0,0,28
67,1415,925,0,0,28
68,1446,945,0,0,28
69,1474,972,0,0,29
70,1514,990,0,0,29
71,1537,1008,0,0,30
72,1552,1018,0,0,30
73,1583,1031,0,0,30
74,1610,1047,0,0,30
75,1615,1071,0,0,33
76,1637,1101,0,0,34
77,1671,1125,0,0,34
78,1682,1148,0,0,34
79,1684,1172,0,0,36
80,1707,1192,0,0,36
81,1736,1215,0,0,36
82,1759,1239,0,0,36
83,1770,1261,0,0,36
84,1799,1293,0,0,36
85,1821,1315,0,0,36
86,1847,1340,0,0,37
87,1864,1360,0,0,37
88,1879,1387,0,0,38
89,1908,1415,0,0,38
90,1929,1445,0,0,38
91,1959,1478,0,0,38
92,1960,1507,0,0,39
93,1987,1532,0,0,39
94,2004,1564,0,0,40
95,2010,1583,0,0,40
96,2034,1606,0,0,41
97,2048,1625,0,0,41
98,2056,1642,0,0,41
99,2072,1660,0,0,43
100,2091,1660,0,0,43
