Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,28,0,0,0,0
3,48,0,0,0,0
4,84,0,0,0,0
5,111,0,0,0,0
6,140,0,0,0,0
7,164,0,0,0,0
8,174,0,0,0,0
9,184,0,0,0,0
10,203,0,0,0,0
11,230,0,0,0,0
12,251,0,0,0,0
13,253,0,0,0,0
14,278,0,0,0,0
15,296,0,0,0,1
16,341,0,0,0,1
17,372,0,0,0,1
18,381,0,0,0,1
19,402,0,0,0,1
20,432,1,0,0,1
21,444,6,0,0,2
22,455,20,0,0,2
23,476,35,0,0,2
24,492,62,0,0,2
25,493,90,0,0,2
26,516,106,0,0,3
27,523,138,0,0,3
28,549,154,0,0,3
29,551,170,0,0,4
30,581,192,0,0,6
31,587,207,0,0,6
32,604,224,0,0,6
33,614,237,0,0,6
34,633,258,0,0,6
35,642,276,0,0,6
36,676,300,0,0,8
37,684,330,0,0,8
38,689,355,0,0,8
39,701,380,0,0,9
40,720,399,0,0,10
41,737,423,0,0,10
42,765,441,0,0,10
43,788,453,0,0,10
44,813,472,0,0,10
45,839,483,0,0,10
46,840,497,0,0,10
47,855,510,0,0,10
48,875,527,0,0,10
49,893,538,0,0,11
50,902,557,0,0,11
51,917,567,0,0,11
52,962,581,0,0,11
53,965,601,0,0,13
54,984,614,0,0,14
55,990,631,0,0,14
56,1007,642,0,0,15
57,1030,659,0,0,16
58,1054,671,0,0,16
59,1067,688,0,0,16
60,1093,698,0,0,16
61,1096,728,0,0,16
62,1099,738,0,0,16
63,1130,750,0,0,16
64,1151,771,0,0,18
65,1152,796,0,0,18
66,1173,823,0,0,18
67,1182,844,0,0,20
68,1183,859,0,0,20
69,1184,877,0,0,20
70,1195,897,0,0,20
71,1205,912,0,0,20
72,1213,928,0,0,20
73,1243,946,0,0,20
74,1264,961,0,0,20
75,1278,975,0,0,21
76,1294,993,0,0,21
77,1306,1008,0,0,22
78,1323,1028,0,0,22
79,1352,1043,0,0,22
80,1353,1066,0,0,22
81,1354,1083,0,0,22
82,1381,1101,0,0,22
83,1392,1110,0,0,22
84,1410,1126,0,0,22
85,1414,1135,0,0,24
86,1419,1149,0,0,26
87,1431,1158,0,0,26
88,1449,1170,0,0,26
89,1480,1179,0,0,26
90,1508,1183,0,0,26
91,1544,1195,0,0,27
92,1585,1205,0,0,27
93,1616,1219,0,0,27
94,1626,1238,0,0,27
95,1664,1254,0,0,27
96,1699,1272,0,0,28
97,1722,1289,0,0,28
98,1725,1303,0,0,30
99,1753,1321,0,0,30
100,1759,1321,0,0,30
