Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,13,0,0,0,0
3,37,0,0,0,0
4,49,0,0,0,0
5,62,0,0,0,1
6,88,0,0,0,1
7,94,0,0,0,3
8,100,0,0,0,4
9,131,0,0,0,4
10,141,0,0,0,5
11,154,0,0,0,7
12,174,0,0,0,11
13,182,0,0,0,13
14,225,0,0,0,16
15,229,0,0,0,18
16,260,0,0,0,28
17,274,0,0,0,34
18,290,1,0,0,42
19,313,1,0,0,49
20,324,2,0,0,62
21,348,5,0,0,71
22,367,10,0,0,80
23,390,20,0,0,97
24,413,31,0,0,109
25,421,42,0,0,123
26,433,63,0,0,136
27,448,80,0,0,149
28,467,95,0,0,160
29,504,105,0,0,176
30,527,124,0,0,191
31,543,143,0,0,207
32,561,150,0,0,222
33,586,167,0,0,243
34,593,185,0,0,259
35,616,203,0,0,275
36,636,219,0,0,292
37,654,237,0,0,309
38,667,259,0,0,328
39,690,287,0,0,343
40,698,310,0,0,362
41,712,328,0,0,374
42,720,351,0,0,384
43,753,368,0,0,402
44,761,383,0,0,414
45,779,399,0,0,432
46,786,414,0,0,439
47,804,430,0,0,455
48,805,458,0,0,466
49,806,469,0,0,471
50,830,486,0,0,488
51,857,510,0,0,500
52,869,536,0,0,510
53,881,552,0,0,527
54,904,575,0,0,543
55,909,592,0,0,555
56,918,607,0,0,559
57,957,627,0,0,577
58,981,650,0,0,601
59,1011,662,0,0,615
60,1028,678,0,0,634
61,1058,694,0,0,658
62,1087,707,0,0,676
63,1108,726,0,0,700
64,1121,743,0,0,722
65,1144,755,0,0,739
66,1158,764,0,0,756
67,1191,779,0,0,775
68,1195,792,0,0,784
69,1213,803,0,0,799
70,1228,813,0,0,811
71,1248,824,0,0,826
72,1284,842,0,0,844
73,1304,856,0,0,859
74,1316,872,0,0,875
75,1331,895,0,0,882
76,1355,903,0,0,893
77,1377,917,0,0,902
78,1390,940,0,0,914
79,1400,962,0,0,928
80,1412,995,0,0,939
81,1424,1024,0,0,948
82,1437,1046,0,0,966
83,1456,1072,0,0,975
84,1476,1094,0,0,985
85,1491,1111,0,0,993
86,1511,1131,0,0,1002
87,1542,1147,0,0,1012
88,1546,1177,0,0,1025
89,1553,1197,0,0,1033
90,1583,1209,0,0,1046
91,1615,1226,0,0,1066
92,1626,1250,0,0,1079
93,1645,1268,0,0,1090
94,1669,1289,0,0,1106
95,1688,1303,0,0,1117
96,1715,1317,0,0,1128
97,1723,1337,0,0,1135
98,1736,1362,0,0,1142
99,1756,1382,0,0,1153
100,1786,1382,0,0,1153
