Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,16,0,0,0,0
3,24,0,0,0,0
4,53,0,0,0,1
5,54,0,0,0,1
6,55,0,0,0,1
7,83,0,0,0,3
8,106,0,0,0,3
9,120,0,0,0,3
10,145,0,0,0,7
11,192,0,0,0,10
12,205,0,0,0,13
13,227,0,0,0,17
14,247,0,0,0,21
15,263,0,0,0,24
16,274,0,0,0,29
17,291,0,0,0,36
18,307,0,0,0,48
19,321,0,0,0,63
20,335,0,0,0,75
21,336,1,0,0,84
22,346,6,0,0,103
23,361,14,0,0,121
24,389,27,0,0,134
25,407,41,0,0,156
26,422,56,0,0,172
27,452,67,0,0,188
28,469,83,0,0,209
29,493,109,0,0,227
30,525,139,0,0,251
31,542,156,0,0,280
32,586,175,0,0,307
33,603,195,0,0,337
34,613,219,0,0,373
35,646,233,0,0,396
36,686,254,0,0,423
37,713,272,0,0,453
38,732,283,0,0,473
39,740,303,0,0,501
40,766,315,0,0,540
41,793,334,0,0,565
42,820,349,0,0,605
43,847,355,0,0,638
44,857,368,0,0,664
45,867,387,0,0,684
46,872,410,0,0,702
47,904,428,0,0,728
48,931,447,0,0,744
49,944,469,0,0,767
50,979,490,0,0,791
51,991,509,0,0,809
52,1012,540,0,0,829
53,1030,560,0,0,847
54,1066,581,0,0,865
55,1089,605,0,0,885
56,1114,636,0,0,909
57,1143,664,0,0,929
58,1168,685,0,0,949
59,1186,715,0,0,965
60,1203,734,0,0,979
61,1218,753,0,0,997
62,1234,770,0,0,1011
63,1260,800,0,0,1026
64,1280,819,0,0,1051
65,1296,843,0,0,1063
66,1346,855,0,0,1086
67,1379,871,0,0,1112
68,1401,886,0,0,1140
69,1420,915,0,0,1164
70,1448,939,0,0,1183
71,1480,965,0,0,1205
72,1494,982,0,0,1218
73,1510,1001,0,0,1241
74,1522,1023,0,0,1254
75,1531,1051,0,0,1266
76,1569,1074,0,0,1285
77,1581,1095,0,0,1306
78,1582,1123,0,0,1322
79,1607,1140,0,0,1337
80,1629,1163,0,0,1351
81,1648,1185,0,0,1368
82,1668,1206,0,0,1384
83,1698,1227,0,0,1403
84,1730,1245,0,0,1428
85,1745,1270,0,0,1447
86,1787,1291,0,0,1461
87,1803,1324,0,0,1476
88,1821,1355,0,0,1492
89,1843,1385,0,0,1509
90,1862,1412,0,0,1523
91,1871,1431,0,0,1535
92,1899,1455,0,0,1547
93,1920,1476,0,0,1569
94,1931,1495,0,0,1581
95,1942,1522,0,0,1592
96,1968,1537,0,0,1603
97,1986,1555,0,0,1614
98,2013,1565,0,0,1624
99,2037,1586,0,0,1642
100,2045,1586,0,0,1642
