Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,28,0,0,0,0
3,42,0,0,0,0
4,57,0,0,0,0
5,70,0,0,0,0
6,82,0,0,0,0
7,97,0,0,0,0
8,115,0,0,0,0
9,127,0,0,0,0
10,144,0,0,0,0
11,167,0,0,0,0
12,177,0,0,0,0
13,214,0,0,0,0
14,240,0,0,0,1
15,269,0,0,0,1
16,302,0,0,0,1
17,303,0,0,0,1
18,328,0,0,0,2
19,343,1,0,0,2
20,362,3,0,0,3
21,388,5,0,0,3
22,405,8,0,0,3
23,435,20,0,0,4
24,448,33,0,0,4
25,473,56,0,0,6
26,486,71,0,0,8
27,506,82,0,0,8
28,510,96,0,0,9
29,539,105,0,0,9
30,569,116,0,0,9
31,603,140,0,0,9
32,638,160,0,0,9
33,645,184,0,0,9
34,666,209,0,0,10
35,681,236,0,0,10
36,708,261,0,0,12
37,709,281,0,0,12
38,733,305,0,0,13
39,749,326,0,0,14
40,769,342,0,0,14
41,784,359,0,0,15
42,785,376,0,0,15
43,816,403,0,0,16
44,824,428,0,0,16
45,828,449,0,0,16
46,857,459,0,0,16
47,870,480,0,0,16
48,876,498,0,0,18
49,898,519,0,0,18
50,910,542,0,0,18
51,924,572,0,0,18
52,925,592,0,0,19
53,960,616,0,0,19
54,980,631,0,0,19
55,988,648,0,0,20
56,998,674,0,0,20
57,1005,698,0,0,20
58,1020,712,0,0,20
59,1046,729,0,0,20
60,1067,746,0,0,20
61,1113,763,0,0,20
62,1119,781,0,0,20
63,1148,794,0,0,20
64,1179,802,0,0,20
65,1202,816,0,0,20
66,1219,834,0,0,20
67,1231,842,0,0,21
68,1239,862,0,0,21
69,1253,873,0,0,22
70,1254,888,0,0,22
71,1274,905,0,0,23
72,1294,915,0,0,24
73,1329,935,0,0,25
74,1341,948,0,0,26
75,1344,970,0,0,26
76,1366,982,0,0,28
77,1384,997,0,0,28
78,1400,1006,0,0,28
79,1419,1019,0,0,29
80,1429,1040,0,0,29
81,1452,1065,0,0,30
82,1478,1088,0,0,30
83,1491,1110,0,0,30
84,1506,1138,0,0,30
85,1534,1170,0,0,31
86,1541,1194,0,0,31
87,1566,1206,0,0,31
88,1590,1222,0,0,31
89,1600,1230,0,0,31
90,1627,1236,0,0,31
91,1628,1252,0,0,31
92,1648,1274,0,0,31
93,1667,1289,0,0,31
94,1689,1311,0,0,32
95,1727,1328,0,0,33
96,1749,1338,0,0,33
97,1789,1351,0,0,33
98,1812,1373,0,0,35
99,1820,1394,0,0,35
100,1842,1394,0,0,35
