Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,14,0,0,0,1
3,19,0,0,0,1
4,31,0,0,0,2
5,40,0,0,0,2
6,67,0,0,0,3
7,104,0,0,0,3
8,118,0,0,0,4
9,131,0,0,0,5
10,165,0,0,0,8
11,186,0,0,0,12
12,196,0,0,0,13
13,221,0,0,0,15
14,243,0,0,0,23
15,265,0,0,0,28
16,289,0,0,0,36
17,303,0,0,0,42
18,319,0,0,0,50
19,344,0,0,0,65
20,345,0,0,0,73
21,379,1,0,0,86
22,398,6,0,0,110
23,423,11,0,0,119
24,440,21,0,0,134
25,471,37,0,0,154
26,474,51,0,0,176
27,503,70,0,0,195
28,538,94,0,0,217
29,543,117,0,0,243
30,567,132,0,0,265
31,607,152,0,0,287
32,632,171,0,0,312
33,653,189,0,0,353
34,684,213,0,0,378
35,696,238,0,0,406
36,708,261,0,0,436
37,730,278,0,0,471
38,755,296,0,0,503
39,779,310,0,0,531
40,793,332,0,0,556
41,802,356,0,0,577
42,816,372,0,0,601
43,822,393,0,0,607
44,834,410,0,0,623
45,855,433,0,0,639
46,878,448,0,0,658
47,911,468,0,0,684
48,941,494,0,0,713
49,958,508,0,0,740
50,972,539,0,0,758
51,1005,563,0,0,781
52,1031,593,0,0,805
53,1051,618,0,0,829
54,1068,639,0,0,853
55,1082,668,0,0,873
56,1110,688,0,0,890
57,1119,713,0,0,915
58,1140,728,0,0,933
59,1154,743,0,0,952
60,1178,761,0,0,969
61,1191,778,0,0,979
62,1207,794,0,0,998
63,1244,808,0,0,1023
64,1260,822,0,0,1036
65,1276,837,0,0,1060
66,1289,860,0,0,1076
67,1311,872,0,0,1094
68,1317,890,0,0,1107
69,1356,917,0,0,1129
70,1374,946,0,0,1145
71,1407,974,0,0,1168
72,1411,996,0,0,1183
73,1424,1019,0,0,1202
74,1452,1040,0,0,1216
75,1470,1060,0,0,1235
76,1497,1078,0,0,1257
77,1518,1096,0,0,1279
78,1560,1122,0,0,1299
79,1573,1137,0,0,1323
80,1588,1147,0,0,1343
81,1622,1165,0,0,1363
82,1671,1185,0,0,1389
83,1688,1208,0,0,1419
84,1723,1221,0,0,1439
85,1741,1244,0,0,1460
86,1756,1263,0,0,1479
87,1772,1283,0,0,1492
88,1790,1296,0,0,1505
89,1816,1316,0,0,1514
90,1824,1337,0,0,1527
91,1829,1355,0,0,1540
92,1841,1380,0,0,1556
93,1868,1407,0,0,1572
94,1884,1423,0,0,1585
95,1885,1443,0,0,1592
96,1900,1460,0,0,1602
97,1921,1477,0,0,1618
98,1944,1505,0,0,1630
99,1959,1535,0,0,1639
100,1965,1535,0,0,1639
