Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,32,0,0,0,0
3,50,0,0,0,0
4,65,0,0,0,0
5,89,0,0,0,0
6,110,0,0,0,0
7,135,0,0,0,0
8,137,0,0,0,0
9,157,0,0,0,0
10,191,0,0,0,0
11,219,0,0,0,1
12,235,0,0,0,1
13,244,0,0,0,1
14,271,0,0,0,1
15,285,0,0,0,2
16,326,0,0,0,3
17,350,0,0,0,3
18,379,0,0,0,5
19,401,1,0,0,6
20,433,2,0,0,6
21,451,9,0,0,7
22,458,16,0,0,7
23,472,24,0,0,7
24,492,39,0,0,7
25,522,52,0,0,7
26,561,73,0,0,8
27,583,102,0,0,10
28,589,124,0,0,10
29,611,140,0,0,10
30,630,156,0,0,10
31,645,179,0,0,10
32,673,199,0,0,11
33,690,218,0,0,12
34,719,240,0,0,12
35,728,260,0,0,12
36,746,290,0,0,12
37,772,311,0,0,12
38,799,334,0,0,13
39,820,353,0,0,13
40,827,387,0,0,13
41,832,411,0,0,13
42,850,431,0,0,13
43,858,452,0,0,13
44,879,471,0,0,13
45,899,487,0,0,13
46,910,507,0,0,13
47,943,532,0,0,13
48,945,558,0,0,13
49,983,581,0,0,13
50,1004,605,0,0,13
51,1011,628,0,0,13
52,1034,651,0,0,13
53,1052,666,0,0,13
54,1072,683,0,0,13
55,1076,705,0,0,14
56,1089,723,0,0,14
57,1121,742,0,0,14
58,1147,760,0,0,14
59,1164,788,0,0,14
60,1195,802,0,0,14
61,1206,819,0,0,15
62,1224,836,0,0,16
63,1241,848,0,0,16
64,1269,864,0,0,16
65,1291,876,0,0,16
66,1310,888,0,0,16
67,1316,904,0,0,17
68,1325,924,0,0,18
69,1337,951,0,0,18
70,1361,969,0,0,18
71,1368,995,0,0,18
72,1383,1016,0,0,19
73,1396,1032,0,0,19
74,1410,1046,0,0,21
75,1427,1063,0,0,21
76,1428,1080,0,0,21
77,1439,1097,0,0,21
78,1453,1115,0,0,21
79,1460,1141,0,0,21
80,1497,1165,0,0,21
81,1527,1184,0,0,21
82,1554,1196,0,0,21
83,1559,1215,0,0,22
84,1573,1241,0,0,22
85,1596,1262,0,0,22
86,1611,1280,0,0,22
87,1652,1301,0,0,23
88,1688,1309,0,0,23
89,1703,1323,0,0,23
90,1711,1333,0,0,23
91,1722,1346,0,0,23
92,1742,1359,0,0,24
93,1774,1377,0,0,24
94,1785,1388,0,0,26
95,1808,1402,0,0,27
96,1826,1416,0,0,28
97,1846,1426,0,0,29
98,1871,1437,0,0,29
99,1887,1454,0,0,29
100,1921,1454,0,0,29
