Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,10,0,0,0,0
3,22,0,0,0,0
4,41,0,0,0,0
5,62,0,0,0,0
6,90,0,0,0,0
7,114,0,0,0,0
8,136,0,0,0,1
9,150,0,0,0,3
10,183,0,0,0,3
11,193,0,0,0,3
12,207,0,0,0,3
13,248,0,0,0,5
14,275,0,0,0,5
15,292,0,0,0,6
16,314,0,0,0,6
17,334,0,0,0,6
18,366,0,0,0,6
19,381,0,0,0,6
20,415,0,0,0,6
21,429,5,0,0,6
22,452,8,0,0,7
23,467,14,0,0,7
24,488,25,0,0,8
25,504,41,0,0,8
26,529,59,0,0,8
27,544,78,0,0,8
28,551,100,0,0,9
29,571,128,0,0,9
30,581,153,0,0,9
31,609,171,0,0,9
32,641,191,0,0,9
33,670,205,0,0,9
34,689,225,0,0,9
35,733,258,0,0,10
36,755,288,0,0,10
37,771,312,0,0,10
38,790,329,0,0,10
39,814,355,0,0,10
40,850,375,0,0,10
41,883,397,0,0,10
42,898,416,0,0,10
43,912,434,0,0,10
44,943,453,0,0,10
45,973,475,0,0,10
46,1009,487,0,0,11
47,1038,506,0,0,11
48,1060,524,0,0,11
49,1076,544,0,0,12
50,1092,558,0,0,12
51,1103,575,0,0,12
52,1130,605,0,0,12
53,1168,629,0,0,12
54,1178,650,0,0,12
55,1213,671,0,0,13
56,1216,701,0,0,13
57,1241,736,0,0,13
58,1261,760,0,0,14
59,1277,783,0,0,14
60,1295,800,0,0,14
61,1325,822,0,0,14
62,1338,850,0,0,14
63,1358,883,0,0,14
64,1383,913,0,0,14
65,1397,942,0,0,14
66,1429,968,0,0,14
67,1451,990,0,0,14
68,1484,1014,0,0,14
69,1499,1035,0,0,14
70,1513,1060,0,0,14
71,1518,1077,0,0,14
72,1539,1092,0,0,14
73,1568,1119,0,0,14
74,1569,1139,0,0,14
75,1589,1164,0,0,14
76,1610,1189,0,0,14
77,1617,1206,0,0,15
78,1646,1227,0,0,15
79,1678,1246,0,0,15
80,1699,1260,0,0,15
81,1734,1284,0,0,15
82,1757,1305,0,0,15
83,1776,1318,0,0,15
84,1797,1339,0,0,15
85,1816,1365,0,0,15
86,1828,1391,0,0,16
87,1866,1417,0,0,16
88,1892,1441,0,0,16
89,1920,1460,0,0,16
90,1938,1487,0,0,16
91,1967,1501,0,0,16
92,1988,1521,0,0,16
93,2003,1532,0,0,17
94,2023,1553,0,0,17
95,2057,1566,0,0,17
96,2086,1578,0,0,17
97,2089,1601,0,0,17
98,2098,1618,0,0,17
99,2113,1641,0,0,19
100,2130,1641,0,0,19
