Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,11,0,0,0,0
3,26,0,0,0,0
4,54,0,0,0,0
5,64,0,0,0,0
6,104,0,0,0,0
7,128,0,0,0,0
8,146,0,0,0,0
9,177,0,0,0,1
10,189,0,0,0,2
11,209,0,0,0,2
12,226,0,0,0,2
13,232,0,0,0,2
14,269,0,0,0,2
15,296,0,0,0,3
16,309,0,0,0,3
17,323,0,0,0,3
18,350,0,0,0,3
19,359,0,0,0,3
20,372,2,0,0,3
21,405,3,0,0,3
22,432,6,0,0,3
23,447,14,0,0,3
24,471,33,0,0,3
25,485,54,0,0,3
26,516,76,0,0,3
27,519,102,0,0,3
28,535,121,0,0,3
29,546,143,0,0,3
30,557,168,0,0,3
31,580,183,0,0,3
32,612,202,0,0,3
33,631,224,0,0,3
34,651,240,0,0,4
35,680,259,0,0,4
36,705,283,0,0,4
37,735,304,0,0,5
38,769,321,0,0,6
39,804,334,0,0,7
40,819,352,0,0,7
41,840,373,0,0,7
42,845,390,0,0,7
43,864,412,0,0,7
44,869,433,0,0,7
45,881,460,0,0,7
46,931,486,0,0,7
47,935,506,0,0,7
48,956,521,0,0,7
49,977,529,0,0,8
50,1006,539,0,0,8
51,1034,558,0,0,8
52,1067,577,0,0,8
53,1090,590,0,0,8
54,1096,617,0,0,8
55,1097,649,0,0,8
56,1113,673,0,0,8
57,1137,700,0,0,8
58,1153,724,0,0,8
59,1176,756,0,0,9
60,1204,785,0,0,9
61,1222,810,0,0,9
62,1233,823,0,0,9
63,1264,839,0,0,10
64,1282,854,0,0,10
65,1310,872,0,0,11
66,1338,883,0,0,11
67,1340,903,0,0,11
68,1343,927,0,0,12
69,1364,944,0,0,12
70,1370,970,0,0,12
71,1383,1002,0,0,12
72,1409,1022,0,0,12
73,1414,1043,0,0,12
74,1449,1067,0,0,12
75,1480,1083,0,0,12
76,1491,1099,0,0,12
77,1501,1118,0,0,13
78,1530,1130,0,0,13
79,1553,1149,0,0,13
80,1568,1161,0,0,14
81,1587,1188,0,0,14
82,1598,1217,0,0,15
83,1617,1232,0,0,16
84,1645,1257,0,0,16
85,1659,1279,0,0,16
86,1670,1306,0,0,16
87,1690,1319,0,0,16
88,1705,1337,0,0,16
89,1721,1349,0,0,17
90,1751,1359,0,0,18
91,1757,1370,0,0,19
92,1797,1380,0,0,19
93,1805,1393,0,0,19
94,1840,1410,0,0,19
95,1856,1437,0,0,19
96,1868,1452,0,0,19
97,1889,1482,0,0,19
98,1902,1503,0,0,19
99,1909,1518,0,0,19
100,1929,1518,0,0,19
