Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,14,0,0,0,0
3,43,0,0,0,0
4,71,0,0,0,0
5,91,0,0,0,1
6,105,0,0,0,1
7,121,0,0,0,1
8,137,0,0,0,1
9,148,0,0,0,1
10,178,0,0,0,2
11,198,0,0,0,2
12,225,0,0,0,2
13,236,0,0,0,2
14,259,0,0,0,3
15,272,0,0,0,3
16,289,0,0,0,4
17,306,0,0,0,4
18,328,0,0,0,5
19,341,1,0,0,6
20,373,2,0,0,6
21,381,5,0,0,6
22,406,9,0,0,6
23,417,27,0,0,6
24,422,35,0,0,7
25,434,50,0,0,7
26,455,72,0,0,7
27,476,101,0,0,7
28,480,121,0,0,7
29,481,128,0,0,8
30,482,148,0,0,8
31,504,169,0,0,8
32,516,189,0,0,9
33,529,205,0,0,9
34,546,227,0,0,9
35,559,252,0,0,11
36,578,274,0,0,12
37,605,292,0,0,12
38,635,309,0,0,12
39,652,327,0,0,12
40,656,342,0,0,12
41,674,355,0,0,12
42,692,374,0,0,12
43,710,385,0,0,12
44,727,403,0,0,12
45,755,424,0,0,12
46,759,440,0,0,13
47,775,452,0,0,13
48,779,465,0,0,13
49,788,471,0,0,14
50,819,478,0,0,14
51,830,487,0,0,14
52,835,503,0,0,14
53,851,518,0,0,14
54,863,529,0,0,14
55,870,546,0,0,15
56,895,569,0,0,15
57,916,581,0,0,15
58,940,598,0,0,15
59,963,625,0,0,15
60,982,647,0,0,15
61,1002,659,0,0,15
62,1013,674,0,0,16
63,1039,690,0,0,17
64,1054,708,0,0,17
65,1061,720,0,0,17
66,1084,739,0,0,17
67,1114,756,0,0,17
68,1127,770,0,0,17
69,1156,786,0,0,17
70,1179,800,0,0,18
71,1186,812,0,0,18
72,1187,824,0,0,18
73,1205,837,0,0,18
74,1237,846,0,0,21
75,1239,860,0,0,21
76,1258,875,0,0,22
77,1259,892,0,0,23
78,1289,906,0,0,23
79,1290,930,0,0,23
80,1299,953,0,0,24
81,1319,967,0,0,25
82,1337,986,0,0,25
83,1360,1008,0,0,26
84,1377,1027,0,0,26
85,1389,1049,0,0,26
86,1410,1063,0,0,26
87,1440,1083,0,0,26
88,1457,1109,0,0,27
89,1474,1127,0,0,27
90,1492,1147,0,0,27
91,1519,1158,0,0,27
92,1524,1173,0,0,27
93,1551,1192,0,0,28
94,1575,1212,0,0,28
95,1581,1220,0,0,28
96,1594,1232,0,0,30
97,1623,1249,0,0,30
98,1658,1258,0,0,31
99,1674,1276,0,0,31
100,1698,1276,0,0,31
