Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,26,0,0,0,0
3,43,0,0,0,0
4,79,0,0,0,0
5,80,0,0,0,1
6,120,0,0,0,1
7,125,0,0,0,1
8,133,0,0,0,1
9,157,0,0,0,1
10,197,0,0,0,1
11,217,0,0,0,1
12,232,0,0,0,2
13,263,0,0,0,2
14,281,0,0,0,2
15,297,0,0,0,2
16,320,0,0,0,2
17,347,0,0,0,2
18,381,0,0,0,2
19,417,1,0,0,2
20,428,2,0,0,3
21,437,5,0,0,3
22,454,9,0,0,4
23,478,27,0,0,4
24,485,41,0,0,4
25,491,64,0,0,5
26,506,84,0,0,6
27,527,103,0,0,6
28,551,117,0,0,8
29,564,130,0,0,8
30,583,149,0,0,8
31,610,173,0,0,8
32,640,194,0,0,9
33,653,219,0,0,9
34,672,245,0,0,9
35,692,267,0,0,10
36,711,289,0,0,10
37,721,314,0,0,10
38,727,340,0,0,10
39,763,365,0,0,10
40,784,388,0,0,10
41,821,410,0,0,10
42,863,431,0,0,11
43,892,450,0,0,11
44,907,464,0,0,11
45,928,480,0,0,11
46,940,494,0,0,11
47,961,508,0,0,11
48,968,527,0,0,11
49,1010,543,0,0,13
50,1021,561,0,0,13
51,1047,581,0,0,13
52,1062,604,0,0,14
53,1082,620,0,0,16
54,1096,646,0,0,17
55,1107,665,0,0,17
56,1139,682,0,0,17
57,1141,697,0,0,18
58,1166,715,0,0,18
59,1189,737,0,0,18
60,1196,760,0,0,18
61,1197,788,0,0,18
62,1215,811,0,0,18
63,1247,835,0,0,19
64,1249,865,0,0,20
65,1269,889,0,0,20
66,1285,913,0,0,20
67,1300,939,0,0,20
68,1322,958,0,0,21
69,1355,972,0,0,22
70,1369,986,0,0,22
71,1371,1010,0,0,22
72,1386,1030,0,0,22
73,1400,1053,0,0,22
74,1417,1074,0,0,22
75,1418,1096,0,0,22
76,1440,1109,0,0,22
77,1462,1121,0,0,22
78,1472,1133,0,0,22
79,1514,1154,0,0,22
80,1538,1177,0,0,23
81,1560,1190,0,0,23
82,1585,1204,0,0,23
83,1600,1220,0,0,24
84,1629,1234,0,0,25
85,1664,1247,0,0,25
86,1690,1261,0,0,25
87,1711,1276,0,0,25
88,1739,1294,0,0,26
89,1761,1315,0,0,27
90,1780,1338,0,0,28
91,1799,1353,0,0,29
92,1811,1365,0,0,30
93,1826,1381,0,0,30
94,1847,1396,0,0,31
95,1880,1410,0,0,31
96,1910,1423,0,0,32
97,1937,1436,0,0,33
98,1942,1450,0,0,33
99,1966,1468,0,0,33
100,1976,1468,0,0,33
