Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,28,0,0,0,0
3,45,0,0,0,0
4,63,0,0,0,1
5,81,0,0,0,2
6,90,0,0,0,3
7,106,0,0,0,4
8,129,0,0,0,6
9,138,0,0,0,6
10,162,0,0,0,7
11,171,0,0,0,11
12,184,0,0,0,14
13,202,0,0,0,17
14,229,0,0,0,21
15,251,0,0,0,25
16,269,0,0,0,33
17,300,1,0,0,38
18,321,1,0,0,52
19,322,1,0,0,62
20,338,1,0,0,71
21,352,6,0,0,82
22,380,13,0,0,97
23,403,32,0,0,116
24,423,42,0,0,142
25,436,59,0,0,161
26,449,71,0,0,174
27,468,85,0,0,193
28,492,99,0,0,213
29,510,114,0,0,242
30,541,136,0,0,276
31,563,150,0,0,300
32,576,168,0,0,331
33,585,185,0,0,356
34,601,202,0,0,378
35,608,227,0,0,401
36,628,244,0,0,416
37,651,258,0,0,440
38,672,284,0,0,460
39,684,302,0,0,477
40,720,319,0,0,509
41,740,333,0,0,541
42,776,348,0,0,572
43,788,372,0,0,602
44,795,389,0,0,616
45,799,402,0,0,624
46,813,430,0,0,646
47,836,451,0,0,667
48,852,467,0,0,684
49,853,492,0,0,695
50,879,516,0,0,711
51,892,523,0,0,732
52,912,543,0,0,747
53,921,558,0,0,761
54,960,570,0,0,784
55,966,589,0,0,807
56,982,606,0,0,824
57,998,625,0,0,837
58,1014,640,0,0,852
59,1035,660,0,0,872
60,1051,687,0,0,894
61,1071,712,0,0,914
62,1073,735,0,0,922
63,1109,753,0,0,946
64,1136,773,0,0,969
65,1146,790,0,0,979
66,1170,803,0,0,1001
67,1198,811,0,0,1016
68,1215,825,0,0,1034
69,1243,842,0,0,1063
70,1269,856,0,0,1087
71,1295,878,0,0,1112
72,1319,893,0,0,1136
73,1349,908,0,0,1161
74,1360,928,0,0,1180
75,1376,951,0,0,1198
76,1401,963,0,0,1219
77,1424,981,0,0,1239
78,1449,1003,0,0,1253
79,1462,1020,0,0,1268
80,1491,1033,0,0,1286
81,1506,1051,0,0,1299
82,1522,1069,0,0,1321
83,1550,1084,0,0,1333
84,1560,1097,0,0,1354
85,1590,1117,0,0,1369
86,1604,1138,0,0,1386
87,1633,1166,0,0,1403
88,1639,1193,0,0,1417
89,1640,1213,0,0,1428
90,1666,1243,0,0,1449
91,1683,1268,0,0,1465
92,1707,1289,0,0,1483
93,1714,1314,0,0,1499
94,1733,1326,0,0,1509
95,1767,1355,0,0,1534
96,1782,1376,0,0,1556
97,1794,1389,0,0,1571
98,1807,1411,0,0,1587
99,1825,1437,0,0,1595
100,1840,1437,0,0,1595
