899,1,0,4
899,3,0,1
1379,2,1,8
1559,6,2,7
1859,3,0,2
1859,3,3,2
1859,5,2,1
1859,5,3,3
2339,1,0,34
2339,3,0,2
2339,4,1,1
2579,6,1,2
2819,4,1,1
3299,0,0,2
3299,3,0,4
3299,3,3,2
3419,6,0,1
3479,6,0,3
3779,6,1,19
3839,6,1,10
3899,6,1,7
3959,6,6,4
4079,6,1,4
4259,2,1,13
4259,4,4,2
4259,5,5,2
4259,6,2,8
4319,6,5,16
4379,6,2,6
4439,6,2,8
4739,2,0,6
4739,5,2,1
4859,6,0,3
4919,6,0,1
4979,6,3,39
5219,0,0,2
5219,1,0,4
5219,4,1,1
5219,4,3,1
5279,6,1,2
5519,6,1,3
5639,6,1,6
5699,1,1,2
6179,0,0,2
6179,3,3,2
6299,6,0,3
6599,6,0,6
6659,1,0,16
6659,6,1,12
6719,6,1,24
6719,6,4,12
6779,6,1,6
7139,2,1,7
7139,4,1,1
7139,5,4,5
7139,6,2,10
7199,6,2,3
7319,6,2,4
7379,6,2,4
7439,6,2,2
7619,2,2,2
7619,3,2,2
7619,6,2,1
7619,6,3,54
7679,6,3,5
7739,6,0,6
7799,6,0,5
7979,6,0,21
7979,6,3,65
8039,6,3,8
8099,4,3,4
8219,6,1,2
8279,6,1,2
8339,6,1,2
8339,6,4,4
8399,6,1,3
8459,6,1,5
8519,6,1,8
8519,6,4,22
8519,6,6,4
8579,4,1,1
9059,6,3,58
9119,6,3,2
9299,6,0,8
9359,6,0,3
9539,1,0,17
9539,4,3,10
9539,6,1,2
9599,6,1,5
9899,6,1,6
9899,6,4,43
9959,6,4,19
10019,1,1,2
10019,5,2,1
10019,6,2,2
10019,6,4,15
10019,6,5,60
10199,6,2,8
10199,6,5,56
10259,6,2,4
10259,6,5,9
10319,6,2,2
10499,2,0,14
10499,5,3,2
10499,6,0,1
10619,6,0,2
10619,6,3,49
10679,6,3,60
10739,6,3,4
10799,6,0,5
10979,1,0,6
10979,1,1,2
10979,6,1,2
11039,6,4,48
11099,6,1,3
11159,6,1,5
11219,6,4,31
11339,6,1,2
11339,6,4,7
11399,6,4,16
11939,0,0,2
