Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,3,0,0,0,0
3,35,0,0,0,0
4,53,0,0,0,0
5,68,0,0,0,0
6,107,0,0,0,0
7,127,0,0,0,1
8,153,0,0,0,2
9,172,0,0,0,3
10,200,0,0,0,3
11,218,0,0,0,3
12,242,0,0,0,3
13,248,0,0,0,4
14,279,0,0,0,4
15,301,0,0,0,5
16,302,0,0,0,5
17,341,0,0,0,5
18,361,0,0,0,5
19,382,0,0,0,5
20,393,0,0,0,5
21,420,3,0,0,5
22,421,6,0,0,5
23,432,19,0,0,5
24,450,32,0,0,6
25,461,47,0,0,6
26,477,68,0,0,8
27,486,87,0,0,8
28,517,113,0,0,8
29,535,144,0,0,8
30,555,165,0,0,8
31,574,191,0,0,8
32,596,210,0,0,8
33,619,233,0,0,8
34,635,249,0,0,9
35,654,274,0,0,10
36,660,290,0,0,10
37,678,312,0,0,10
38,703,328,0,0,10
39,729,340,0,0,10
40,738,371,0,0,10
41,750,394,0,0,10
42,766,403,0,0,10
43,785,416,0,0,11
44,796,434,0,0,11
45,813,445,0,0,11
46,834,465,0,0,11
47,840,471,0,0,11
48,841,485,0,0,11
49,854,504,0,0,11
50,860,533,0,0,11
51,874,551,0,0,11
52,880,568,0,0,11
53,897,585,0,0,11
54,929,600,0,0,11
55,952,621,0,0,11
56,988,633,0,0,12
57,990,656,0,0,12
58,1002,680,0,0,12
59,1014,690,0,0,12
60,1023,703,0,0,12
61,1033,726,0,0,12
62,1061,751,0,0,12
63,1081,770,0,0,13
64,1107,778,0,0,13
65,1143,795,0,0,14
66,1169,811,0,0,14
67,1196,823,0,0,14
68,1203,833,0,0,15
69,1217,845,0,0,16
70,1242,852,0,0,17
71,1256,862,0,0,17
72,1258,874,0,0,17
73,1270,888,0,0,18
74,1303,904,0,0,18
75,1333,923,0,0,19
76,1334,948,0,0,20
77,1347,965,0,0,20
78,1367,979,0,0,20
79,1390,993,0,0,21
80,1412,1008,0,0,22
81,1429,1020,0,0,22
82,1437,1031,0,0,24
83,1461,1051,0,0,24
84,1472,1080,0,0,25
85,1495,1105,0,0,27
86,1498,1130,0,0,27
87,1530,1161,0,0,27
88,1547,1185,0,0,27
89,1562,1201,0,0,27
90,1581,1219,0,0,27
91,1597,1236,0,0,27
92,1617,1254,0,0,28
93,1657,1268,0,0,28
94,1664,1276,0,0,28
95,1687,1295,0,0,29
96,1701,1315,0,0,29
97,1741,1328,0,0,29
98,1755,1345,0,0,29
99,1799,1367,0,0,29
100,1819,1367,0,0,29
