Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,14,0,0,0,0
3,50,0,0,0,0
4,62,0,0,0,0
5,101,0,0,0,1
6,102,0,0,0,1
7,108,0,0,0,2
8,135,0,0,0,2
9,152,0,0,0,7
10,177,0,0,0,9
11,197,0,0,0,10
12,222,0,0,0,15
13,227,0,0,0,19
14,246,0,0,0,22
15,254,0,0,0,26
16,281,0,0,0,32
17,294,0,0,0,39
18,307,0,0,0,45
19,340,0,0,0,61
20,354,3,0,0,68
21,368,5,0,0,77
22,400,10,0,0,82
23,416,23,0,0,100
24,434,38,0,0,114
25,474,54,0,0,127
26,484,75,0,0,140
27,485,99,0,0,150
28,504,118,0,0,160
29,517,135,0,0,174
30,519,147,0,0,186
31,553,163,0,0,207
32,591,191,0,0,220
33,610,214,0,0,229
34,638,231,0,0,240
35,654,244,0,0,261
36,673,257,0,0,271
37,689,268,0,0,291
38,705,283,0,0,314
39,706,301,0,0,331
40,733,318,0,0,344
41,761,345,0,0,366
42,794,366,0,0,386
43,822,392,0,0,405
44,837,416,0,0,420
45,863,432,0,0,434
46,896,447,0,0,453
47,929,466,0,0,471
48,954,483,0,0,487
49,959,498,0,0,496
50,985,515,0,0,504
51,1014,540,0,0,520
52,1035,557,0,0,534
53,1037,574,0,0,548
54,1053,597,0,0,563
55,1072,622,0,0,569
56,1073,646,0,0,576
57,1074,662,0,0,582
58,1090,680,0,0,594
59,1101,694,0,0,600
60,1102,707,0,0,607
61,1138,721,0,0,625
62,1153,745,0,0,640
63,1183,773,0,0,659
64,1202,803,0,0,672
65,1215,834,0,0,688
66,1232,860,0,0,704
67,1250,879,0,0,717
68,1260,902,0,0,735
69,1292,934,0,0,751
70,1314,957,0,0,762
71,1338,977,0,0,774
72,1359,1000,0,0,786
73,1380,1025,0,0,798
74,1381,1037,0,0,806
75,1412,1048,0,0,821
76,1449,1058,0,0,842
77,1465,1069,0,0,862
78,1516,1077,0,0,880
79,1549,1086,0,0,905
80,1568,1094,0,0,924
81,1593,1110,0,0,945
82,1609,1129,0,0,961
83,1625,1147,0,0,972
84,1644,1168,0,0,988
85,1652,1185,0,0,998
86,1673,1206,0,0,1004
87,1689,1225,0,0,1016
88,1709,1241,0,0,1025
89,1731,1264,0,0,1043
90,1732,1286,0,0,1049
91,1743,1304,0,0,1055
92,1756,1324,0,0,1062
93,1778,1345,0,0,1070
94,1798,1362,0,0,1078
95,1831,1376,0,0,1090
96,1857,1403,0,0,1111
97,1887,1433,0,0,1118
98,1892,1469,0,0,1129
99,1904,1503,0,0,1135
100,1907,1503,0,0,1135
