Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,28,0,0,0,0
3,56,0,0,0,0
4,62,0,0,0,0
5,98,0,0,0,1
6,106,0,0,0,1
7,132,0,0,0,1
8,155,0,0,0,2
9,166,0,0,0,2
10,171,0,0,0,3
11,177,0,0,0,3
12,190,0,0,0,3
13,213,0,0,0,3
14,226,0,0,0,3
15,246,0,0,0,3
16,274,0,0,0,3
17,302,0,0,0,3
18,320,0,0,0,3
19,353,2,0,0,4
20,354,2,0,0,4
21,381,7,0,0,4
22,398,14,0,0,7
23,407,26,0,0,7
24,424,43,0,0,7
25,434,66,0,0,7
26,443,83,0,0,9
27,462,107,0,0,10
28,464,128,0,0,10
29,481,144,0,0,10
30,511,162,0,0,11
31,537,171,0,0,12
32,550,180,0,0,12
33,581,194,0,0,12
34,585,211,0,0,12
35,606,228,0,0,12
36,630,247,0,0,12
37,647,265,0,0,12
38,663,296,0,0,12
39,679,315,0,0,12
40,704,336,0,0,12
41,735,356,0,0,14
42,736,375,0,0,15
43,739,382,0,0,15
44,744,406,0,0,15
45,762,420,0,0,15
46,793,433,0,0,15
47,809,443,0,0,15
48,830,453,0,0,15
49,856,465,0,0,15
50,884,480,0,0,15
51,923,503,0,0,15
52,937,529,0,0,15
53,961,547,0,0,16
54,993,570,0,0,17
55,1016,594,0,0,19
56,1057,612,0,0,21
57,1087,630,0,0,22
58,1119,645,0,0,23
59,1145,664,0,0,23
60,1154,680,0,0,24
61,1176,692,0,0,24
62,1182,710,0,0,24
63,1188,728,0,0,24
64,1203,738,0,0,26
65,1229,744,0,0,27
66,1244,758,0,0,27
67,1265,777,0,0,29
68,1284,793,0,0,31
69,1322,821,0,0,32
70,1326,849,0,0,33
71,1328,875,0,0,33
72,1335,897,0,0,33
73,1353,922,0,0,33
74,1379,947,0,0,33
75,1383,977,0,0,34
76,1398,1007,0,0,34
77,1411,1049,0,0,34
78,1426,1074,0,0,34
79,1454,1103,0,0,34
80,1476,1123,0,0,34
81,1491,1147,0,0,34
82,1502,1163,0,0,34
83,1514,1173,0,0,34
84,1525,1192,0,0,34
85,1547,1206,0,0,34
86,1568,1220,0,0,34
87,1589,1233,0,0,35
88,1590,1256,0,0,36
89,1608,1274,0,0,36
90,1633,1295,0,0,37
91,1666,1313,0,0,37
92,1668,1328,0,0,37
93,1685,1342,0,0,38
94,1707,1352,0,0,38
95,1727,1374,0,0,39
96,1759,1385,0,0,39
97,1766,1401,0,0,40
98,1773,1415,0,0,42
99,1793,1429,0,0,42
100,1811,1429,0,0,42
